Time,X,Y,Z,VX,VY,VZ,Euler 0,Euler 1,Euler 2,Euler 3,Omega 1,Omega 2,Omega 3,Latitude,Longitude,Inclination,Heading,Ax,Ay,Az,Alpha 1,Alpha 2,Alpha 3,,timestamp,baro_altitude,imu_accZ
0,0,0,33.48718842,0,0,0,1,0,0,0,0,0,0,55.432968,-5.700802,90,0,0,0,0,0,0,0,,0,33.48718842,9.81
0.01,-2.35E-39,7.47E-39,33.48718842,-1.62E-36,5.13E-36,1.08E-13,1,3.76E-39,1.18E-39,7.84E-39,5.17E-36,1.63E-36,1.08E-35,55.432968,-5.700802,90,0,-1.08E-33,3.41E-33,3.44E-10,3.44E-33,1.08E-33,7.18E-33,,10,33.48718842,9.81
0.02,4.71E-37,-1.50E-36,33.48718842,3.24E-34,-1.03E-33,-2.15E-11,1,-7.52E-37,-2.37E-37,-1.57E-36,-1.04E-33,-3.26E-34,-2.16E-33,55.432968,-5.700802,90,0,2.15E-31,-6.84E-31,-6.88E-08,-6.88E-31,-2.17E-31,-1.44E-30,,20,33.48718842,9.809999931
0.03,6.84E-37,-2.17E-36,33.48718842,4.70E-34,-1.49E-33,-3.13E-11,1,-1.09E-36,-3.44E-37,-2.28E-36,-1.50E-33,-4.73E-34,-3.14E-33,55.432968,-5.700802,90,0,3.13E-31,-9.92E-31,-9.99E-08,-9.99E-31,-3.15E-31,-2.09E-30,,30,33.48718842,9.8099999
0.04,-9.30E-37,2.95E-36,33.48718842,-6.40E-34,2.03E-33,4.25E-11,1,1.48E-36,4.68E-37,3.10E-36,2.04E-33,6.44E-34,4.27E-33,55.432968,-5.700802,90,0,-4.25E-31,1.35E-30,1.36E-07,1.36E-30,4.28E-31,2.84E-30,,40,33.48718842,9.810000136
0.05,-3.16E-36,1.00E-35,33.48718842,-2.17E-33,6.90E-33,1.45E-10,1,5.05E-36,1.59E-36,1.05E-35,6.95E-33,2.19E-33,1.45E-32,55.432968,-5.700802,90,0,-1.45E-30,4.59E-30,4.62E-07,4.62E-30,1.46E-30,9.65E-30,,50,33.48718842,9.810000462
0.06,-1.17E-36,3.72E-36,33.48718842,-8.07E-34,2.56E-33,5.36E-11,1,1.87E-36,5.90E-37,3.91E-36,2.58E-33,8.12E-34,5.38E-33,55.432968,-5.700802,90,0,-5.36E-31,1.70E-30,1.71E-07,1.71E-30,5.40E-31,3.58E-30,,60,33.48718842,9.810000171
0.07,7.91E-36,-2.51E-35,33.48718842,5.44E-33,-1.73E-32,-3.62E-10,1,-1.26E-35,-3.98E-36,-2.64E-35,-1.74E-32,-5.48E-33,-3.63E-32,55.432968,-5.700802,90,0,3.62E-30,-1.15E-29,-1.16E-06,-1.16E-29,-3.64E-30,-2.41E-29,,70,33.48718842,9.809998845
0.08,1.18E-35,-3.74E-35,33.48718842,8.10E-33,-2.57E-32,-5.38E-10,1,-1.88E-35,-5.92E-36,-3.92E-35,-2.59E-32,-8.15E-33,-5.40E-32,55.432968,-5.700802,90,0,5.38E-30,-1.71E-29,-1.72E-06,-1.72E-29,-5.42E-30,-3.59E-29,,80,33.48718842,9.809998281
0.09,-2.69E-35,8.52E-35,33.48718842,-1.85E-32,5.86E-32,1.23E-09,1,4.29E-35,1.35E-35,8.95E-35,5.90E-32,1.86E-32,1.23E-31,55.432968,-5.700802,90,0,-1.23E-29,3.90E-29,3.92E-06,3.92E-29,1.24E-29,8.20E-29,,90,33.48718842,9.810003923
0.1,-1.27E-31,4.03E-31,33.48718842,-8.73E-29,2.77E-28,5.80E-06,1,2.03E-31,6.38E-32,4.23E-31,2.79E-28,8.78E-29,5.82E-28,55.432968,-5.700802,90,0,-5.80E-26,1.84E-25,0.01853168,1.85E-25,5.84E-26,3.87E-25,,100,33.48718842,9.82853168
0.11,2.77E-26,-8.77E-26,33.48821056,1.90E-23,-6.03E-23,0.22834306,1,-4.41E-26,-1.39E-26,-9.22E-26,-6.07E-23,-1.91E-23,-1.27E-22,55.432968,-5.700802,90,0,1.26E-20,-4.01E-20,48.88098038,-4.04E-20,-1.27E-20,-8.44E-20,,110,33.48821056,58.69098038
0.12,4.05E-26,-1.28E-25,33.49404274,2.78E-23,-8.83E-23,0.970836625,1,-6.46E-26,-2.04E-26,-1.35E-25,-8.89E-23,-2.80E-23,-1.86E-22,55.432968,-5.700802,90,0,1.85E-20,-5.87E-20,99.4979796,-5.91E-20,-1.86E-20,-1.24E-19,,120,33.49404274,109.3079796
0.13,-5.80E-23,1.84E-22,33.50889899,-3.99E-20,1.26E-19,2.014948193,1,9.25E-23,2.92E-23,1.93E-22,1.27E-19,4.01E-20,2.66E-19,55.432968,-5.700802,90,0,-2.65E-17,8.41E-17,108.7405366,8.47E-17,2.67E-17,1.77E-16,,130,33.50889899,118.5505366
0.14,3.22E-21,-1.02E-20,33.53462902,2.21E-18,-7.02E-18,3.145103511,1,-5.13E-21,-1.62E-21,-1.07E-20,-7.07E-18,-2.23E-18,-1.48E-17,55.432968,-5.700802,90,0,1.47E-15,-4.67E-15,117.3166547,-4.70E-15,-1.48E-15,-9.81E-15,,140,33.53462902,127.1266547
0.15,-7.49E-21,2.38E-20,33.57209794,-5.15E-18,1.63E-17,4.360902774,1,1.20E-20,3.77E-21,2.50E-20,1.65E-17,5.18E-18,3.44E-17,55.432968,-5.700802,90,0,-3.42E-15,1.09E-14,125.8231772,1.09E-14,3.45E-15,2.29E-14,,150,33.57209794,135.6331772
0.16,-2.54E-17,8.07E-17,33.62197292,-1.75E-14,5.55E-14,5.611654589,1,4.06E-17,1.28E-17,8.47E-17,5.58E-14,1.76E-14,1.17E-13,55.432968,-5.700802,90,0,-1.16E-11,3.69E-11,124.282269,3.71E-11,1.17E-11,7.76E-11,,160,33.62197292,134.092269
0.17,-7.42E-15,2.35E-14,33.68423227,-5.10E-12,1.62E-11,6.846331274,1,1.18E-14,3.73E-15,2.47E-14,1.63E-11,5.13E-12,3.40E-11,55.432968,-5.700802,90,0,-3.39E-09,1.08E-08,122.6432718,1.08E-08,3.41E-09,2.26E-08,,170,33.68423227,132.4532718
0.18,-2.38E-14,7.55E-14,33.75865898,-1.64E-11,5.19E-11,8.064812872,1,3.80E-14,1.20E-14,7.93E-14,5.23E-11,1.65E-11,1.09E-10,55.432968,-5.700802,90,0,-1.09E-08,3.45E-08,120.9476682,3.47E-08,1.10E-08,7.26E-08,,180,33.75865898,130.7576682
0.19,-1.51E-14,4.80E-14,33.84519727,-1.04E-11,3.30E-11,9.267804783,1,2.41E-14,7.60E-15,5.04E-14,3.32E-11,1.05E-11,6.94E-11,55.432968,-5.700802,90,0,-6.91E-09,2.19E-08,119.3939036,2.21E-08,6.96E-09,4.61E-08,,190,33.84519727,129.2039036
0.2,2.98E-14,-9.45E-14,33.9437881,2.05E-11,-6.50E-11,10.45658417,1,-4.75E-14,-1.50E-14,-9.93E-14,-6.54E-11,-2.06E-11,-1.37E-10,55.432968,-5.700802,90,0,1.36E-08,-4.32E-08,118.2404372,-4.35E-08,-1.37E-08,-9.09E-08,,200,33.9437881,128.0504372
0.21,-7.31E-14,2.32E-13,34.05427266,-5.03E-11,1.60E-10,11.63889411,1,1.17E-13,3.68E-14,2.44E-13,1.61E-10,5.06E-11,3.36E-10,55.432968,-5.700802,90,0,-3.34E-08,1.06E-07,118.2594902,1.07E-07,3.37E-08,2.23E-07,,210,34.05427266,128.0694902
0.22,2.04E-13,-6.46E-13,34.1765846,1.40E-10,-4.45E-10,12.82397776,1,-3.25E-13,-1.02E-13,-6.79E-13,-4.48E-10,-1.41E-10,-9.35E-10,55.432968,-5.700802,90,0,9.31E-08,-2.96E-07,118.747134,-2.98E-07,-9.38E-08,-6.22E-07,,220,34.1765846,128.557134
0.23,-1.02E-13,3.23E-13,34.31077169,-7.00E-11,2.22E-10,14.01357557,1,1.62E-13,5.12E-14,3.39E-13,2.24E-10,7.05E-11,4.67E-10,55.432968,-5.700802,90,0,-4.65E-08,1.48E-07,119.1749257,1.49E-07,4.69E-08,3.11E-07,,230,34.31077169,128.9849257
0.24,1.02E-11,-3.23E-11,34.45687128,7.01E-09,-2.22E-08,15.2074871,1,-1.63E-11,-5.13E-12,-3.40E-11,-2.24E-08,-7.06E-09,-4.68E-08,55.432968,-5.700802,90,0,4.66E-06,-1.48E-05,119.6116102,-1.49E-05,-4.69E-06,-3.11E-05,,240,34.45687128,129.4216102
0.25,-1.22E-11,3.87E-11,34.61493106,-8.38E-09,2.66E-08,16.40575934,1,1.94E-11,6.13E-12,4.06E-11,2.68E-08,8.43E-09,5.59E-08,55.432968,-5.700802,90,0,-5.57E-06,1.77E-05,120.0428451,1.78E-05,5.61E-06,3.72E-05,,250,34.61493106,129.8528451
0.26,-3.80E-11,1.20E-10,34.78499816,-2.61E-08,8.29E-08,17.6083639,1,6.06E-11,1.91E-11,1.27E-10,8.34E-08,2.63E-08,1.74E-07,55.432968,-5.700802,90,0,-1.74E-05,5.51E-05,120.478531,5.55E-05,1.75E-05,0.000115879,,260,34.78499816,130.288531
0.27,1.00E-10,-3.19E-10,34.9671134,6.90E-08,-2.19E-07,18.8153104,1,-1.60E-10,-5.05E-11,-3.35E-10,-2.21E-07,-6.95E-08,-4.61E-07,55.432968,-5.700802,90,0,4.59E-05,-0.000145634,120.9099603,-0.000146626,-4.62E-05,-0.000306361,,270,34.9671134,130.7199603
0.28,7.28E-11,-2.31E-10,35.16131947,5.01E-08,-1.59E-07,20.02663979,1,-1.16E-10,-3.66E-11,-2.43E-10,-1.60E-07,-5.04E-08,-3.34E-07,55.432968,-5.700802,90,0,3.33E-05,-0.000105609,121.3492097,-0.000106328,-3.35E-05,-0.000222161,,280,35.16131947,131.1592097
0.29,-5.32E-10,1.69E-09,35.36766095,-3.66E-07,1.16E-06,21.24238587,1,8.49E-10,2.68E-10,1.77E-09,1.17E-06,3.68E-07,2.44E-06,55.432968,-5.700802,90,0,-0.000243214,0.000771733,121.812174,0.000776991,0.000244868,0.001623442,,290,35.36766095,131.622174
0.3,2.54E-10,-8.05E-10,35.58618074,1.74E-07,-5.53E-07,22.46237962,1,-4.05E-10,-1.28E-10,-8.45E-10,-5.57E-07,-1.76E-07,-1.16E-06,55.432968,-5.700802,90,0,0.000115952,-0.000367923,122.2096392,-0.00037043,-0.000116741,-0.000773975,,300,35.58618074,132.0196392
0.31,-3.19E-11,1.01E-10,35.81692088,-2.19E-08,6.96E-08,23.68591479,1,5.09E-11,1.60E-11,1.06E-10,7.01E-08,2.21E-08,1.46E-07,55.432968,-5.700802,90,0,-1.46E-05,4.63E-05,122.4896014,4.66E-05,1.47E-05,9.73E-05,,310,35.81692088,132.2996014
0.32,-5.00E-08,1.59E-07,36.05994517,-3.44E-05,0.000109048,24.91215322,1,7.98E-08,2.51E-08,1.67E-07,0.000109788,3.46E-05,0.000229344,55.432968,-5.700802,90,0,-0.022846913,0.072494795,122.7554784,0.072988743,0.023002325,0.15250236,,320,36.05994517,132.5654784
0.33,1.45E-07,-4.59E-07,36.31507634,9.95E-05,-0.000315607,26.14104466,1,-2.31E-07,-7.28E-08,-4.82E-07,-0.00031775,-0.000100139,-0.00066377,55.432968,-5.700802,90,0,0.066123733,-0.209815063,123.0300736,-0.211244651,-0.066573528,-0.441373649,,330,36.31507634,132.8400736
0.34,-1.05E-06,3.34E-06,36.5831661,-0.000387376,0.001229164,27.37265938,1,1.68E-06,5.30E-07,3.53E-06,0.001238011,0.000390147,0.002599178,55.432968,-5.700802,90,0,-0.1134832,0.360086525,123.275849,0.362759831,0.114318237,0.763696313,,340,36.5831661,133.085849
0.35,-1.05E-05,3.34E-05,36.86308876,-0.00150693,0.004781319,28.60676879,0.999999999,1.68E-05,5.31E-06,3.57E-05,0.004830307,0.001521885,0.010314951,55.432968,-5.700802,90,0,-0.113028998,0.35858964,123.5445896,0.364670728,0.114843283,0.798294892,,350,36.86308876,133.3545896
0.36,-3.13E-05,9.92E-05,37.15532297,-0.00265308,0.008416954,29.8435483,0.999999992,5.02E-05,1.58E-05,0.000107736,0.008563955,0.002696896,0.018640726,55.432968,-5.700802001,90,0,-0.116882634,0.370686063,123.8107283,0.385160342,0.121119002,0.873846654,,360,37.15532297,133.6207283
0.37,-6.35E-05,0.000201333,37.45995654,-0.003809101,0.012082137,31.08300447,0.999999964,0.000102645,3.23E-05,0.000222988,0.01243547,0.003912878,0.027594158,55.432968,-5.700802001,90,0,-0.116471013,0.369159948,124.0766378,0.397075392,0.124569556,0.933928489,,370,37.45995654,133.8866378
0.38,-0.000107173,0.000339952,37.77700177,-0.004958708,0.015724276,32.325129,0.999999897,0.000174773,5.50E-05,0.000384701,0.016445884,0.005168847,0.037201588,55.432968,-5.700802002,90,0,-0.113918575,0.360740579,124.3441585,0.407418442,0.12738253,0.993102845,,380,37.77700177,134.1541585
0.39,-0.000162314,0.00051477,38.10647575,-0.006085178,0.01928927,33.56989463,0.999999764,0.000267317,8.41E-05,0.000596196,0.020595722,0.006463492,0.047488023,55.432968,-5.700802003,90,0,-0.110561788,0.349655892,124.6114157,0.420667128,0.130948637,1.060683443,,390,38.10647575,134.4214157
0.4,-0.000228495,0.000724504,38.44840694,-0.007170898,0.022719981,34.81723759,0.99999952,0.000380964,0.000119675,0.000860923,0.024884404,0.007794824,0.058475651,55.43296801,-5.700802004,90,0,-0.105914743,0.334349236,124.8693329,0.435463129,0.134817162,1.133852853,,400,38.44840694,134.6793329
0.41,-0.000305271,0.000967685,38.80282477,-0.008198054,0.025958592,36.06708707,0.999999115,0.000516399,0.000162037,0.001182365,0.029311211,0.009160746,0.070186349,55.43296801,-5.700802005,90,0,-0.099319906,0.312719117,125.1090407,0.449899066,0.138363923,1.208652016,,410,38.80282477,134.9190407
0.42,-0.000391932,0.001241988,39.16975435,-0.009147683,0.028943409,37.31933929,0.999998476,0.000674308,0.000211303,0.001564196,0.033875324,0.010558755,0.082642113,55.43296801,-5.700802006,90,0,-0.090573391,0.284103167,125.3338366,0.463526779,0.14142258,1.284151556,,420,39.16975435,135.1438366
0.43,-0.000487598,0.001544533,39.54921807,-0.010000078,0.031610219,38.57386904,0.999997511,0.000855381,0.000267624,0.00201022,0.038575858,0.011986091,0.095865019,55.43296801,-5.700802008,90,0,-0.079765799,0.248773239,125.5549164,0.476845365,0.144124004,1.361388826,,430,39.54921807,135.3649164
0.44,-0.000591265,0.001872038,39.94123819,-0.010735126,0.033893417,39.83058777,0.999996119,0.0010603,0.000331141,0.002524297,0.043411785,0.013439783,0.109876842,55.43296802,-5.700802009,90,0,-0.06694947,0.206878458,125.7804903,0.490228722,0.146558937,1.441143046,,440,39.94123819,135.5904903
0.45,-0.00070155,0.002219982,40.34583696,-0.011331473,0.03572314,41.08952353,0.999994151,0.001289737,0.000401964,0.003110473,0.04838163,0.014916215,0.124698416,55.43296802,-5.700802011,90,0,-0.05204044,0.158131338,126.0089414,0.503605631,0.148675791,1.523274982,,450,40.34583696,135.8189414
0.46,-0.000816982,0.002583562,40.76303658,-0.011767484,0.037028565,42.3507259,0.999991451,0.00154436,0.000480195,0.003772833,0.053483817,0.01641162,0.140350368,55.43296802,-5.700802013,90,0,-0.034928988,0.102161926,126.2368126,0.516820527,0.150395939,1.607471459,,460,40.76303658,136.0468126
0.47,-0.000935818,0.002957072,41.19285954,-0.012020696,0.037735998,43.61421277,0.999987821,0.001824827,0.000565908,0.004515586,0.058716468,0.017921758,0.156852861,55.43296803,-5.700802015,90,0,-0.015529369,0.038678219,126.4627899,0.529790763,0.151662476,1.693572248,,470,41.19285954,136.2727899
0.48,-0.001056035,0.003333897,41.63532854,-0.012067808,0.03776884,44.87996991,0.999983018,0.002131783,0.000659146,0.005343066,0.064077394,0.019441908,0.174225591,55.43296803,-5.700802017,90,0,0.006219911,-0.032532963,126.6877258,0.542507435,0.152440458,1.781571794,,480,41.63532854,136.4977258
0.49,-0.001175594,0.003707369,42.09046629,-0.011885471,0.03705033,46.14798174,0.999976798,0.002465876,0.000759954,0.006259613,0.069564389,0.02096732,0.192488228,55.43296803,-5.700802019,90,0,0.030379296,-0.111681386,126.912563,0.554964794,0.15269587,1.871471212,,490,42.09046629,136.722563
0.5,-0.00129217,0.004069873,42.55829543,-0.011449547,0.035500954,47.41823815,0.999968867,0.002827736,0.000868341,0.007269682,0.075174884,0.022492739,0.21165989,55.43296804,-5.70080202,90,0,0.057011163,-0.198983995,127.1377401,0.567147281,0.15239098,1.963255739,,500,42.55829543,136.9477401
0.51,-0.001402945,0.004412167,43.03883838,-0.010734538,0.033036457,48.69073847,0.999958838,0.00321797,0.000984257,0.008377916,0.080905679,0.024012041,0.231758743,55.43296804,-5.700802022,90,0,0.086181228,-0.294670107,127.3628277,0.579022429,0.151481639,2.056883241,,510,43.03883838,137.1728277
0.52,-0.001505051,0.004724846,43.53211759,-0.00971481,0.029572112,49.96548294,0.999946316,0.003637183,0.001107649,0.009588979,0.086753512,0.025519014,0.252802864,55.43296804,-5.700802024,90,0,0.117955536,-0.398970264,127.5873104,0.590556095,0.149923064,2.152308872,,520,43.53211759,137.3973104
0.53,-0.001595428,0.004997871,44.0381555,-0.00836427,0.025021588,51.24247404,0.999930859,0.004085965,0.001238433,0.010907594,0.092714839,0.027007119,0.274809968,55.43296804,-5.700802025,90,0,0.152400007,-0.512115023,127.8111376,0.601709725,0.147669454,2.249480552,,530,44.0381555,137.6211376
0.54,-0.001670434,0.005219264,44.5569747,-0.00665544,0.019293665,52.52172106,0.999911887,0.004564867,0.001376443,0.012338668,0.098785259,0.028468819,0.297796683,55.43296805,-5.700802026,90,0,0.189580175,-0.634334992,128.035673,0.612431346,0.144671922,2.348324189,,540,44.5569747,137.845673
0.55,-0.001726316,0.005376682,45.08859777,-0.004560575,0.012296197,53.80323458,0.999888789,0.005074431,0.001521495,0.013887138,0.104960206,0.029896389,0.32177943,55.43296805,-5.700802027,90,0,0.229561502,-0.76586079,128.2625486,0.622666441,0.140880993,2.448761518,,550,45.08859777,138.0725486
0.56,-0.001759233,0.005457497,45.63304734,-0.002051747,0.00393641,55.08702554,0.999860934,0.005615194,0.001673393,0.015557968,0.111234959,0.031281963,0.346774457,55.43296805,-5.700802027,90,0,0.272407945,-0.90691683,128.4929426,0.632362356,0.136248178,2.550721579,,560,45.63304734,138.3029426
0.57,-0.001764864,0.005447489,46.19034628,0.0009,-0.005881964,56.37310685,0.999827546,0.006187649,0.00183186,0.017356241,0.117603933,0.032616895,0.372797042,55.43296805,-5.700802027,90,0,0.318175058,-1.0576929,128.7255021,0.641476841,0.130730499,2.654174181,,570,46.19034628,138.5355021
0.58,-0.001738719,0.005331889,46.76051752,0.004323981,-0.017256404,57.66149215,0.999787805,0.006792276,0.001996594,0.019287084,0.124061245,0.033892271,0.399862126,55.43296805,-5.700802027,90,0,0.366915486,-1.218366789,128.9579962,0.649971254,0.124286887,2.759103271,,580,46.76051752,138.7679962
0.59,-0.001676235,0.005095678,47.34358401,0.008249628,-0.030284806,58.95219257,0.999740861,0.007429549,0.002167278,0.021355642,0.130600877,0.035099072,0.427984535,55.43296804,-5.700802026,90,0,0.418681056,-1.389114188,129.1883138,0.657804952,0.116876228,2.865489323,,590,47.34358401,138.9983138
0.6,-0.001572051,0.004721186,47.93956853,0.012707634,-0.045069542,60.24519271,0.999685594,0.008099857,0.002343453,0.023567229,0.137215375,0.036227156,0.457177858,55.43296804,-5.700802023,90,0,0.473514868,-1.570088361,129.4156399,0.664915702,0.108456908,2.973275271,,600,47.93956853,139.2256399
0.61,-0.001420325,0.004189124,48.54849381,0.017729463,-0.061715711,61.54046096,0.999620718,0.008803542,0.002524572,0.025927271,0.143896411,0.037265699,0.487454931,55.43296803,-5.70080202,90,0,0.531454695,-1.761428901,129.63995,0.671228109,0.098987002,3.082381166,,610,48.54849381,139.44995
0.62,-0.001215206,0.00348018,49.17038259,0.023346592,-0.080328451,62.83796549,0.999544943,0.009540944,0.002710087,0.028441191,0.150635646,0.038203868,0.518828578,55.43296803,-5.700802018,90,0,0.592538236,-1.963275205,129.8612307,0.676666591,0.088424585,3.19272673,,620,49.17038259,139.6712307
0.63,-0.000950843,0.002575042,49.80525759,0.029590496,-0.101012901,64.13767445,0.999456979,0.010312403,0.00289945,0.031114415,0.157424739,0.039030828,0.551311623,55.43296802,-5.700802015,90,0,0.65680319,-2.175766671,130.0794689,0.681155565,0.076727729,3.304231689,,630,49.80525759,139.8894689
0.64,-0.000621152,0.001453606,50.45314132,0.036492885,-0.123875092,65.43955984,0.999355427,0.011118225,0.003092062,0.033952395,0.164254726,0.039735532,0.584916337,55.43296801,-5.700802008,90,0,0.724287961,-2.399041676,130.2948773,0.684617232,0.06385935,3.416819229,,640,50.45314132,140.1048773
0.65,-0.000219043,9.23E-05,51.11405537,0.044086494,-0.149024918,66.74361017,0.999238416,0.011958564,0.003287106,0.03696071,0.17111395,0.040306006,0.619652588,55.43296799,-5.700802,90,0,0.79503401,-2.633234183,130.5086492,0.686964189,0.049803329,3.530427533,,650,51.11405537,140.3186492
0.66,0.00026285,-0.001533237,51.78802107,0.052404332,-0.17657332,68.04981843,0.999103942,0.012833535,0.003483705,0.040144971,0.177990022,0.040730026,0.655529594,55.43296798,-5.700801992,90,0,0.869083627,-2.878476959,130.7222426,0.688106438,0.034549219,3.644998839,,660,51.78802107,140.5322426
0.67,0.00083189,-0.003447576,52.47505975,0.061479409,-0.206631239,69.35817761,0.998950007,0.01374325,0.003680981,0.04351079,0.184870553,0.040995365,0.692556573,55.43296797,-5.700801985,90,0,0.946479101,-3.134902773,130.9371157,0.687953977,0.018086575,3.760475388,,670,52.47505975,140.7471157
0.68,0.001495448,-0.005675163,53.17519276,0.071344738,-0.239309625,70.66868077,0.998774606,0.014687824,0.003878056,0.047063777,0.191743143,0.041089799,0.730742739,55.43296795,-5.700801975,90,0,1.027262531,-3.402643865,131.1547174,0.686416798,0.000404979,3.876799464,,680,53.17519276,140.9647174
0.69,0.002261402,-0.008242143,53.88844155,0.082033713,-0.274720416,71.98132955,0.998575441,0.015667268,0.004073937,0.050809562,0.19859401,0.041001102,0.770096599,55.43296792,-5.70080196,90,0,1.111455079,-3.681774309,131.3754577,0.683404037,-0.018502607,3.993918485,,690,53.88844155,141.1854577
0.7,0.003138603,-0.011177811,54.61482783,0.093580448,-0.312977421,73.29614173,0.998349661,0.016681409,0.004267407,0.054753803,0.205406762,0.040717038,0.810625328,55.43296789,-5.700801945,90,0,1.19903828,-3.972258074,131.5977804,0.678823206,-0.038636829,4.111789581,,700,54.61482783,141.4077804
0.71,0.004136006,-0.014511813,55.35437334,0.106019137,-0.354194658,74.61313692,0.998094351,0.017730047,0.004457227,0.058902165,0.212164713,0.040225374,0.852335953,55.43296786,-5.70080193,90,0,1.289989256,-4.274046876,131.8199106,0.672581638,-0.05999762,4.230370964,,710,55.35437334,141.6299106
0.72,0.005262568,-0.018273795,56.10709978,0.119383975,-0.398486146,75.93233472,0.997806597,0.018812988,0.004642157,0.06326031,0.218851178,0.039513876,0.895235501,55.43296783,-5.700801915,90,0,1.384285128,-4.587092425,132.0400733,0.664586664,-0.082584917,4.349620845,,720,56.10709978,141.8500733
0.73,0.006527288,-0.022493549,56.87302891,0.133709119,-0.445965767,77.25375293,0.997483452,0.019930022,0.004820948,0.067833899,0.225449318,0.038570386,0.939330916,55.43296779,-5.700801894,90,0,1.481903873,-4.911344406,132.256565,0.654743562,-0.10639437,4.46949572,,730,56.87302891,142.066565
0.74,0.007939965,-0.027203588,57.65218239,0.149028086,-0.496744917,78.57737545,0.997121364,0.021080727,0.004992153,0.072628546,0.231939387,0.03738415,0.984627605,55.43296774,-5.700801868,90,0,1.582839453,-5.246714384,132.4690227,0.642919036,-0.131341275,4.589919876,,740,57.65218239,142.2790227
0.75,0.009511108,-0.032438846,58.44458189,0.165373814,-0.550932775,79.90315606,0.996716245,0.022264486,0.005154156,0.077649825,0.238299053,0.035945668,1.031129607,55.43296769,-5.700801842,90,0,1.687100047,-5.593080051,132.678275,0.628945507,-0.157269501,4.710788972,,750,58.44458189,142.488275
0.76,0.011251252,-0.03823434,59.25024904,0.182779225,-0.608638442,81.23104748,0.996263984,0.023480678,0.00530533,0.082903308,0.244505897,0.034245483,1.078840915,55.43296765,-5.700801816,90,0,1.794694326,-5.950317916,132.8851919,0.612654202,-0.184020435,4.831997671,,760,59.25024904,142.6951919
0.77,0.013170931,-0.04462509,60.06920549,0.201277237,-0.669971021,82.56100245,0.995760474,0.024728681,0.005444053,0.088394567,0.250537499,0.032274137,1.127765521,55.4329676,-5.70080179,90,0,1.905630962,-6.318304491,133.0906434,0.593876349,-0.211435459,4.953440636,,770,60.06920549,142.9006434
0.78,0.01528083,-0.051646584,60.90147271,0.220900824,-0.735038686,83.89297866,0.995201466,0.02600782,0.005568665,0.094129139,0.256370951,0.030022611,1.17790698,55.43296752,-5.700801752,90,0,2.01991686,-6.696897807,133.2954104,0.572461997,-0.239378618,5.075017372,,780,60.90147271,143.1054104
0.79,0.017592634,-0.059337466,61.74707096,0.241683309,-0.803943394,85.22696716,0.99458177,0.027317058,0.005677285,0.100112336,0.261980094,0.027484826,1.229265917,55.43296745,-5.700801712,90,0,2.13754708,-7.085832107,133.4996753,0.548387281,-0.267865746,5.196659823,,790,61.74707096,143.3096753
0.8,0.020118437,-0.067737676,62.60601999,0.263658156,-0.876784548,86.56297266,0.993895811,0.028655211,0.005767941,0.106349372,0.267337429,0.024655908,1.281841754,55.43296737,-5.700801671,90,0,2.258511817,-7.484790791,133.7033745,0.521680121,-0.296975019,5.318313252,,800,62.60601999,143.5133745
0.81,0.022870339,-0.076887159,63.47833955,0.286858833,-0.953661546,87.90099991,0.99313801,0.030021097,0.005838658,0.112845466,0.272415454,0.021530989,1.335633911,55.4329673,-5.700801631,90,0,2.382801252,-7.893457104,133.9064441,0.492368596,-0.326784807,5.439922968,,810,63.47833955,143.7164441
0.82,0.025860436,-0.08682586,64.36404941,0.311318806,-1.034673778,89.24105369,0.992302791,0.03141353,0.005887462,0.119605832,0.277186667,0.018105201,1.390641806,55.43296722,-5.700801588,90,0,2.510405508,-8.311514273,134.1088197,0.460480725,-0.357373336,5.561434285,,820,64.36404941,143.9188197
0.83,0.02910117,-0.097594708,65.26316941,0.337070588,-1.119916598,90.58313374,0.991384177,0.032831178,0.005912307,0.12663554,0.281623363,0.014374405,1.446864527,55.4329671,-5.700801529,90,0,2.641264587,-8.738629877,134.3103563,0.42599167,-0.388696748,5.68280136,,830,65.26316941,144.1203563
0.84,0.032605957,-0.109237419,66.17571964,0.364143999,-1.209473934,91.92722568,0.990375063,0.03427229,0.005910938,0.133939242,0.285697267,0.010336532,1.504300223,55.43296699,-5.70080147,90,0,2.77517664,-9.17442721,134.5106794,0.388727007,-0.420365664,5.804003366,,840,66.17571964,144.3206794
0.85,0.036388382,-0.1217982,67.10172025,0.392568385,-1.303427708,93.27331262,0.989268145,0.035735038,0.005881064,0.141521517,0.289380001,0.005989875,1.562946881,55.43296688,-5.700801411,90,0,2.911914901,-9.618521789,134.7093745,0.348486034,-0.451930012,5.925023869,,850,67.10172025,144.5193745
0.86,0.040462032,-0.135321254,68.04119138,0.422373094,-1.40185984,94.62137769,0.988056119,0.037217599,0.005820396,0.149386946,0.29264319,0.001332728,1.622802486,55.43296677,-5.700801352,90,0,3.051252603,-10.07052913,134.9060269,0.30506805,-0.482939718,6.045846436,,860,68.04119138,144.7160269
0.87,0.044840507,-0.149850827,68.99415316,0.453587326,-1.504852003,95.97140381,0.986731659,0.038718136,0.005726641,0.157540095,0.295458372,-0.003636351,1.683864987,55.43296664,-5.700801284,90,0,3.192963059,-10.53006169,135.1002231,0.25827517,-0.512946206,6.166452821,,870,68.99415316,144.9102231
