Time,X,Y,Z,VX,VY,VZ,Euler 0,Euler 1,Euler 2,Euler 3,Omega 1,Omega 2,Omega 3,Latitude,Longitude,Inclination,Heading,Ax,Ay,Az,Alpha 1,Alpha 2,Alpha 3,,timestamp,baro_altitude,imu_accZ
7.81,45.79796674,-183.3343127,1843.951588,7.169215839,-24.92513832,217.7541204,-0.51585345,-0.045609653,-0.077806545,0.851774872,-0.005815079,0.010232599,13.67822132,55.43131734,-5.700075265,90,0,0.004905146,1.286286697,-16.91299294,0.168565017,0.071511531,-1.010177618,,7810,1843.951588,-7.102992936
7.82,45.86965912,-183.5835,1846.128285,7.169255983,-24.91225336,217.5849459,-0.572832095,-0.05085039,-0.0745575,0.814541072,-0.004104329,0.010815839,13.66812586,55.43131509,-5.700074127,90,0,0.00339043,1.287664164,-16.90565584,0.173065057,0.045436467,-1.009017848,,7820,1846.128285,-7.095655841
7.83,45.94135182,-183.8325585,1848.303291,7.169280104,-24.89938487,217.4160136,-0.627095133,-0.055856821,-0.070957234,0.773534222,-0.002368677,0.011140749,13.65804179,55.43131285,-5.700072989,90,0,0.001670115,1.287059607,-16.88655007,0.173645906,0.019914385,-1.007849291,,7830,1848.303291,-7.076550066
7.84,46.01304467,-184.0814882,1850.476609,7.169286474,-24.88656065,217.247484,-0.678394782,-0.06060547,-0.067022858,0.728952977,-0.000645993,0.011215644,13.64796932,55.43131061,-5.700071852,90,0,-0.000150891,1.278002602,-16.82051169,0.170635351,-0.00448342,-1.006641208,,7840,1850.476609,-7.010511693
7.85,46.08473747,-184.3302888,1852.648237,7.169271751,-24.87368629,217.0788488,-0.726500162,-0.065074342,-0.062773233,0.681013837,0.001030206,0.011054449,13.63790801,55.43130837,-5.700070714,90,0,-0.002388457,1.283855234,-16.83521073,0.164440724,-0.027301249,-1.005492113,,7850,1852.648237,-7.025210729
7.86,46.15643,-184.5789597,1854.818174,7.16923203,-24.86062018,216.9093411,-0.771193084,-0.069242557,-0.058228426,0.629945558,0.002629846,0.010674574,13.62785699,55.43130613,-5.700069577,90,0,-0.005354923,1.327899569,-17.05786681,0.155512391,-0.048169543,-1.004549825,,7860,1854.818174,-7.247866807
7.87,46.22812201,-184.8274994,1856.986415,7.169164492,-24.84728058,216.7385198,-0.812276073,-0.073091082,-0.053410169,0.575993773,0.004128963,0.010097087,13.61781501,55.43130389,-5.700068439,90,0,-0.008397568,1.365792187,-17.24651977,0.144324536,-0.066856962,-1.00389588,,7870,1856.986415,-7.436519774
7.88,46.29981322,-185.0759059,1859.152949,7.169067653,-24.83367133,216.5664099,-0.849564876,-0.076602072,-0.048341133,0.519413572,0.005507156,0.009344544,13.60777995,55.43130165,-5.700067302,90,0,-0.01100148,1.362974711,-17.21266938,0.131351848,-0.083210481,-1.00351748,,7880,1859.152949,-7.402669379
7.89,46.37150331,-185.3241757,1861.317759,7.168942632,-24.81996802,216.3939719,-0.882895919,-0.079759558,-0.043045278,0.460472992,0.006749137,0.008440634,13.59774805,55.43129942,-5.700066164,90,0,-0.013673504,1.356839695,-17.16070654,0.117048788,-0.097185115,-1.003213483,,7890,1861.317759,-7.350706539
7.9,46.443192,-185.5723072,1863.480839,7.168790291,-24.80630754,216.2219528,-0.912124436,-0.082549289,-0.037547542,0.399449748,0.007843715,0.007408926,13.58771795,55.43129719,-5.700065026,90,0,-0.016514082,1.356528659,-17.14070846,0.101827348,-0.108815026,-1.002833284,,7900,1863.480839,-7.330708464
7.91,46.51487902,-185.8203013,1865.642195,7.168610684,-24.79274729,216.0506634,-0.937124205,-0.084958715,-0.031873689,0.336629674,0.008783259,0.006272303,13.5776907,55.43129495,-5.700063889,90,0,-0.019378138,1.354057033,-17.10921167,0.086046748,-0.118195756,-1.002319877,,7910,1865.642195,-7.299211665
7.92,46.58656409,-186.0681598,1867.80184,7.168403109,-24.77926653,215.8799863,-0.957789316,-0.086977148,-0.026050253,0.27230616,0.009563523,0.005052501,13.56766873,55.43129272,-5.700062751,90,0,-0.022266354,1.351617005,-17.07832944,0.070002048,-0.125473043,-1.00170452,,7920,1867.80184,-7.268329444
7.93,46.65824695,-186.3158842,1869.959783,7.168166786,-24.76581482,215.7096405,-0.974034761,-0.088595822,-0.02010438,0.206778536,0.010183014,0.003769659,13.55765391,55.43129049,-5.700061614,90,0,-0.025151168,1.349407629,-17.04927791,0.053919697,-0.13082082,-1.0010483,,7930,1869.959783,-7.239277909
7.94,46.72992731,-186.5634752,1872.116028,7.167901452,-24.75235758,215.5394308,-0.985795686,-0.089807818,-0.014063661,0.140350346,0.010642187,0.002442193,13.54764682,55.43128826,-5.700060477,90,0,-0.027995211,1.346938569,-17.01949549,0.037962795,-0.134421391,-1.000391251,,7940,1872.116028,-7.209495493
7.95,46.80160489,-186.810932,1874.270576,7.167607587,-24.73889271,215.3693383,-0.993027768,-0.090608102,-0.007956029,0.073328232,0.010942912,0.001086736,13.53764694,55.43128603,-5.700059339,90,0,-0.030770336,1.344368018,-16.98994595,0.022234857,-0.13645134,-0.999735215,,7950,1874.270576,-7.179945949
7.96,46.8732794,-187.0582547,1876.423425,7.16728609,-24.72542561,215.1993844,-0.995707586,-0.090993567,-0.00180963,0.006020526,0.011087823,-0.000281696,13.52765415,55.43128381,-5.700058202,90,0,-0.033446136,1.341688323,-16.96065938,0.00679001,-0.137065595,-0.999075703,,7960,1876.423425,-7.150659377
7.97,46.94495056,-187.3054431,1878.574578,7.166938378,-24.71197358,215.0296543,-0.993834355,-0.090963186,0.004347341,-0.061264553,0.011079804,-0.00164957,13.51766834,55.43128158,-5.700057065,90,0,-0.035993509,1.338847867,-16.93141576,-0.008358827,-0.136381029,-0.998395848,,7970,1878.574578,-7.121415759
7.98,47.01661812,-187.552497,1880.724034,7.166566257,-24.69856181,214.8602762,-0.987425198,-0.090517582,0.010486718,-0.128219578,0.010921767,-0.00300438,13.50768933,55.43127936,-5.700055928,90,0,-0.038385539,1.335818065,-16.90211619,-0.023225597,-0.134480406,-0.997670243,,7980,1880.724034,-7.092116185
7.99,47.08828184,-187.7994166,1882.871796,7.166171623,-24.68520094,214.6912983,-0.97652074,-0.089659541,0.016580585,-0.194540435,0.010616366,-0.004334197,13.49771735,55.43127713,-5.70005479,90,0,-0.04059846,1.332691486,-16.87330102,-0.037833353,-0.131395268,-0.996890353,,7990,1882.871796,-7.06330102
8,47.1599415,-188.0462024,1885.017868,7.165756442,-24.67189203,214.5227162,-0.961178892,-0.08839344,0.022601256,-0.259926028,0.010166081,-0.005627329,13.48775288,55.43127491,-5.700053653,90,0,-0.042609453,1.329543259,-16.84540551,-0.052205387,-0.1271203,-0.996058683,,8000,1885.017868,-7.035405508
8.01,47.23159691,-188.2928549,1887.162253,7.165322793,-24.65863051,214.3544944,-0.941481392,-0.086725847,0.028521601,-0.324081917,0.009573278,-0.006871639,13.47779648,55.43127269,-5.700052516,90,0,-0.044390628,1.325922409,-16.81601016,-0.066337855,-0.121603837,-0.995183965,,8010,1887.162253,-7.006010159
8.02,47.30324789,-188.5393747,1889.304956,7.164872813,-24.64540818,214.1865779,-0.917525071,-0.084664714,0.034314919,-0.386718753,0.008840437,-0.008054506,13.46784873,55.43127047,-5.700051379,90,0,-0.045920962,1.321733357,-16.78459855,-0.080203338,-0.114770248,-0.994278712,,8020,1889.304956,-6.974598545
8.03,47.37489431,-188.7857623,1891.445981,7.164408699,-24.63221095,214.0188801,-0.889430084,-0.08222014,0.03995534,-0.447556922,0.007970632,-0.00916215,13.45791004,55.43126825,-5.700050242,90,0,-0.047211649,1.318904989,-16.76154585,-0.093724537,-0.106518496,-0.993360967,,8030,1891.445981,-6.951545854
8.04,47.44653602,-189.0320182,1893.58533,7.163933008,-24.61904007,213.8513974,-0.857330911,-0.079403537,0.04541763,-0.506324183,0.006967771,-0.010179982,13.4479808,55.43126604,-5.700049106,90,0,-0.04823957,1.316710367,-16.74290235,-0.106782208,-0.096744994,-0.992432674,,8040,1893.58533,-6.932902346
8.05,47.51817293,-189.278143,1895.723008,7.16344909,-24.60593499,213.6843329,-0.821382959,-0.076228244,0.050677594,-0.562760323,0.005837419,-0.011092148,13.43806132,55.43126382,-5.700047969,90,0,-0.048887355,1.307361873,-16.6866489,-0.119186438,-0.085354226,-0.991455896,,8050,1895.723008,-6.876648904
8.06,47.58980498,-189.5241372,1897.859019,7.162960033,-24.59292266,213.5178226,-0.781755929,-0.072708917,0.055711921,-0.616615324,0.004586944,-0.011882144,13.42815204,55.4312616,-5.700046832,90,0,-0.049156066,1.291398224,-16.59564367,-0.130726445,-0.072274152,-0.990405788,,8060,1897.859019,-6.785643666
8.07,47.66143212,-189.7700018,1899.993367,7.162468359,-24.58000253,213.3518546,-0.738637085,-0.068861839,0.060498453,-0.667652451,0.003226194,-0.012532763,13.41825354,55.43125939,-5.700045696,90,0,-0.049236036,1.282720357,-16.54476627,-0.141169224,-0.057468936,-0.98928628,,8070,1899.993367,-6.734766269
8.08,47.73305434,-190.0157373,1902.126056,7.161976649,-24.56715565,213.1863185,-0.692228044,-0.064704616,0.065016211,-0.71564852,0.001768336,-0.013026914,13.40836628,55.43125718,-5.700044559,90,0,-0.049163072,1.283570018,-16.54603201,-0.150149778,-0.040967484,-0.988120931,,8080,1902.126056,-6.736032014
8.09,47.80467165,-190.2613444,1904.25709,7.161487582,-24.55434779,213.0210231,-0.642744279,-0.060256139,0.069245412,-0.760394026,0.000229725,-0.013347799,13.39849049,55.43125497,-5.700043423,90,0,-0.048814172,1.284355146,-16.54764585,-0.157214451,-0.022862548,-0.986948968,,8090,1904.25709,-6.737645851
8.1,47.87628409,-190.5068232,1906.386471,7.161003873,-24.54155156,212.855815,-0.590415196,-0.055536588,0.073167743,-0.801696522,-0.001371565,-0.013480119,13.38862622,55.43125276,-5.700042287,90,0,-0.048152692,1.282862073,-16.53752061,-0.162355687,-0.003286062,-0.985795393,,8100,1906.386471,-6.727520606
8.11,47.94789173,-190.7521741,1908.5142,7.160527738,-24.52874739,212.6905818,-0.535480645,-0.050567125,0.076766075,-0.839377144,-0.003015182,-0.013410032,13.37877331,55.43125055,-5.70004115,90,0,-0.047261652,1.281551196,-16.52895689,-0.165646773,0.017573665,-0.98467929,,8110,1908.5142,-6.718956893
8.12,48.01949464,-190.9973971,1910.640277,7.160057913,-24.51593547,212.5253083,-0.478193072,-0.045370138,0.08002511,-0.873277185,-0.00467232,-0.013127136,13.36893124,55.43124834,-5.700040014,90,0,-0.046627374,1.280335189,-16.52309327,-0.165763347,0.039306868,-0.983644194,,8120,1910.640277,-6.713093275
8.13,48.09109289,-191.2424923,1912.764703,7.159591873,-24.50312539,212.3600253,-0.418812557,-0.039968748,0.082930733,-0.903251558,-0.006309725,-0.012624408,13.35909933,55.43124613,-5.700038878,90,0,-0.046670189,1.278351922,-16.51668805,-0.161342346,0.061368235,-0.982721576,,8130,1912.764703,-6.706688047
8.14,48.16268649,-191.4874597,1914.887478,7.159127833,-24.49033188,212.1947904,-0.357609469,-0.034387042,0.085470623,-0.929177376,-0.00789014,-0.011902937,13.34927693,55.43124393,-5.700037742,90,0,-0.046857082,1.276009474,-16.50984437,-0.153238411,0.08302949,-0.981851555,,8140,1914.887478,-6.699844365
8.15,48.23427545,-191.7322995,1917.008602,7.158664571,-24.47756732,212.0296543,-0.294859626,-0.028649682,0.087633693,-0.95094618,-0.009377438,-0.010968732,13.33946345,55.43124172,-5.700036606,90,0,-0.046661262,1.27381735,-16.50321553,-0.142466011,0.103617987,-0.980975595,,8150,1917.008602,-6.693215533
8.16,48.30585977,-191.9770119,1919.128075,7.158201852,-24.46483477,211.8646339,-0.230846064,-0.022782178,0.089410853,-0.968472074,-0.010741042,-0.009835086,13.32965856,55.43123952,-5.70003547,90,0,-0.046200065,1.271705721,-16.49664973,-0.128987428,0.122724359,-0.980098837,,8160,1919.128075,-6.686649725
8.17,48.37743948,-192.2215969,1921.245898,7.157740983,-24.45213278,211.699726,-0.165855366,-0.016810476,0.090794548,-0.981685353,-0.011953353,-0.008518622,13.31986204,55.43123732,-5.700034334,90,0,-0.045597003,1.269589017,-16.49001527,-0.112789222,0.139983798,-0.979231227,,8170,1921.245898,-6.68001527
8.18,48.44901461,-192.4660549,1923.362071,7.157285556,-24.43945506,211.5349047,-0.100178121,-0.010761025,0.091779288,-0.990537729,-0.012990299,-0.007039686,13.31007389,55.43123512,-5.700033199,90,0,-0.044819949,1.267504712,-16.48341622,-0.094171719,0.155036655,-0.978374134,,8180,1923.362071,-6.673416221
8.19,48.52058524,-192.710386,1925.476596,7.156839453,-24.42679684,211.370147,-0.034106388,-0.004660399,0.092361208,-0.994999454,-0.013829743,-0.005422433,13.30029409,55.43123292,-5.700032063,90,0,-0.043866917,1.265457017,-16.47679947,-0.073468839,0.167531111,-0.977529963,,8190,1925.476596,-6.666799472
8.2,48.59215148,-192.9545904,1927.589472,7.156406398,-24.41415563,211.2054366,0.032066672,0.00146474,0.092538116,-0.995060136,-0.014451737,-0.003694963,13.29052268,55.43123072,-5.700030927,90,0,-0.042783396,1.263412519,-16.46996648,-0.051026197,0.17713003,-0.976702845,,8200,1927.589472,-6.659966477
8.21,48.66371345,-193.1986686,1929.700702,7.155986873,-24.40153061,211.040769,0.098048973,0.007587699,0.092309579,-0.99073019,-0.01484238,-0.001888289,13.28075957,55.43122852,-5.700029792,90,0,-0.041608801,1.261474871,-16.46333759,-0.027280801,0.183585699,-0.975893732,,8210,1929.700702,-6.65333759
8.22,48.73527128,-193.4426208,1931.810286,7.15557916,-24.38892219,210.8761491,0.163549758,0.013681784,0.091676631,-0.982037015,-0.01499256,-3.53E-05,13.27100465,55.43122632,-5.700028657,90,0,-0.040373581,1.259777721,-16.45743181,-0.002729961,0.186724617,-0.975100909,,8220,1931.810286,-6.647431808
8.23,48.80682508,-193.6864471,1933.918225,7.155182154,-24.37633205,210.7115973,0.228282292,0.019720421,0.090642501,-0.969030323,-0.014897624,0.001831767,13.26125774,55.43122413,-5.700027521,90,0,-0.039085344,1.257940869,-16.45017681,0.022157938,0.186460546,-0.974319991,,8230,1933.918225,-6.640176809
8.24,48.87837494,-193.9301476,1936.024519,7.154795419,-24.36376051,210.5471293,0.291963188,0.025677213,0.08921186,-0.951774781,-0.014555898,0.003680386,13.25151864,55.43122193,-5.700026386,90,0,-0.037750564,1.255770581,-16.44055132,0.046921851,0.182759105,-0.973547565,,8240,1936.024519,-6.630551317
8.25,48.94992098,-194.1737225,1938.129169,7.154420216,-24.35119928,210.3827066,0.354316051,0.031526337,0.087391485,-0.930357607,-0.01397022,0.005476371,13.24178715,55.43121974,-5.70002525,90,0,-0.036417951,1.255004744,-16.43777996,0.071071068,0.175644188,-0.972790136,,8250,1938.129169,-6.627779962
8.26,49.02146332,-194.4171719,1940.232174,7.154058307,-24.33864874,210.2183343,0.415069817,0.037242405,0.085189441,-0.904879863,-0.013147079,0.007185359,13.23206309,55.43121755,-5.700024115,90,0,-0.035103417,1.255434524,-16.44077221,0.094108664,0.165190808,-0.972046281,,8260,1940.232174,-6.630772213
8.27,49.09300213,-194.660496,1942.333538,7.153711494,-24.32614092,210.0541833,0.473962957,0.042800814,0.082615748,-0.875463746,-0.012099704,0.008774027,13.22234655,55.43121536,-5.70002298,90,0,-0.033696473,1.249813066,-16.41113656,0.115544528,0.151572605,-0.971284041,,8270,1942.333538,-6.601136564
8.28,49.16453755,-194.9036952,1944.433261,7.153380672,-24.31370169,209.8903923,0.53074165,0.048177575,0.079681701,-0.842245124,-0.01084577,0.010211086,13.21263774,55.43121317,-5.700021845,90,0,-0.032197921,1.236979765,-16.34274759,0.134915454,0.135032696,-0.970478063,,8280,1944.433261,-6.532747591
8.29,49.23606975,-195.1467703,1946.531347,7.153065049,-24.30133508,209.7269868,0.585163309,0.053349601,0.076400314,-0.805378268,-0.009408946,0.011468715,13.20293709,55.43121098,-5.70002071,90,0,-0.030845216,1.228763913,-16.29834138,0.15180663,0.115910096,-0.96962514,,8290,1946.531347,-6.488341383
8.3,49.30759887,-195.3897218,1948.6278,7.152763069,-24.28903043,209.5639156,0.636995954,0.058294666,0.072785948,-0.765031367,-0.00781639,0.012522969,13.19324503,55.43120879,-5.700019575,90,0,-0.029719678,1.228694079,-16.29663007,0.165864569,0.094599815,-0.968736347,,8300,1948.6278,-6.486630074
8.31,49.37912504,-195.6325505,1950.722623,7.152472506,-24.27676251,209.4010526,0.686019645,0.062991529,0.068854422,-0.721387662,-0.006098769,0.013354379,13.18356193,55.43120661,-5.70001844,90,0,-0.028694905,1.229226324,-16.29760667,0.176807333,0.071552807,-0.96783662,,8310,1950.722623,-6.487606674
8.32,49.45064836,-195.8752567,1952.815819,7.152191495,-24.26450898,209.2382865,0.732028292,0.067420133,0.064622944,-0.674644343,-0.004288702,0.013948441,13.1738879,55.43120442,-5.700017305,90,0,-0.027735901,1.228000398,-16.28877671,0.18443149,0.047246798,-0.966947213,,8320,1952.815819,-6.478776706
8.33,49.52216891,-196.1178405,1954.907388,7.151918545,-24.25225192,209.0755287,0.774828021,0.071561469,0.06010989,-0.625010326,-0.00242024,0.014294978,13.16422281,55.43120224,-5.70001617,90,0,-0.026884174,1.226979714,-16.28059324,0.188601342,0.022178379,-0.966084338,,8330,1954.907388,-6.470593245
8.34,49.59368678,-196.3603019,1956.997331,7.151652761,-24.23998647,208.912758,0.814241966,0.075398028,0.055334977,-0.572707822,-0.000528095,0.014389478,13.15456637,55.43120005,-5.700015035,90,0,-0.026149192,1.226450477,-16.27462257,0.18926581,-0.003150891,-0.965250959,,8340,1956.997331,-6.464622566
8.35,49.66520201,-196.6026407,1959.085646,7.151393532,-24.22771528,208.7499914,0.850105499,0.078913377,0.050318813,-0.517967892,0.001352842,0.014231399,13.14491818,55.43119787,-5.700013901,90,0,-0.025524727,1.22589444,-16.26816796,0.186432796,-0.028239816,-0.964442616,,8350,1959.085646,-6.458167963
8.36,49.73671468,-196.8448567,1961.172333,7.151140191,-24.21544558,208.5872692,0.882273482,0.082092813,0.045083207,-0.4610333,0.003188351,0.013826157,13.13527793,55.43119569,-5.700012766,90,0,-0.025012245,1.225303997,-16.26123829,0.180197895,-0.052600618,-0.963650777,,8360,1961.172333,-6.451238291
8.37,49.80822484,-197.0869499,1963.257393,7.150891931,-24.20318471,208.4246318,0.910613486,0.08492276,0.039650655,-0.402153432,0.0049451,0.013182815,13.12564541,55.43119351,-5.700011631,90,0,-0.02461416,1.224792484,-16.25448031,0.170710374,-0.075761247,-0.962867198,,8370,1963.257393,-6.444480311
8.38,49.87973253,-197.3289205,1965.340826,7.150647577,-24.19093542,208.2620956,0.935013751,0.087391491,0.034044635,-0.341586877,0.006591913,0.012315987,13.11602056,55.43119133,-5.700010497,90,0,-0.024327999,1.224333874,-16.24779324,0.158201323,-0.097286054,-0.962088634,,8380,1965.340826,-6.43779324
8.39,49.95123778,-197.5707685,1967.422634,7.150405853,-24.17869774,208.0996629,0.955376578,0.089488546,0.02828917,-0.27959711,0.008099691,0.011243584,13.10640338,55.43118916,-5.700009362,90,0,-0.024149584,1.223896757,-16.24104371,0.142948986,-0.116774111,-0.961314687,,8390,1967.422634,-6.431043708
8.4,50.02274063,-197.8124941,1969.502818,7.150165441,-24.16646795,207.9373163,0.971624608,0.091205311,0.022409,-0.21645382,0.009442726,0.009987972,13.0967939,55.43118698,-5.700008227,90,0,-0.024073203,1.223493234,-16.23432432,0.125294427,-0.13388084,-0.960548671,,8400,1969.502818,-6.42432432
8.41,50.09424109,-198.0540975,1971.581379,7.149925193,-24.15424244,207.7750389,0.983696648,0.092534651,0.016429272,-0.152429905,0.010598642,0.008574256,13.0871921,55.4311848,-5.700007093,90,0,-0.024091027,1.223112042,-16.22760332,0.105614137,-0.148315132,-0.959793646,,8410,1971.581379,-6.417603322
8.42,50.16573914,-198.2955788,1973.658318,7.149684205,-24.14201845,207.6128178,0.991550382,0.093471173,0.010375567,-0.087801537,0.011549117,0.007030507,13.07759789,55.43118263,-5.700005958,90,0,-0.024192806,1.222710939,-16.22068402,0.084321904,-0.15985038,-0.959051691,,8420,1973.658318,-6.410684023
8.43,50.23723477,-198.5369379,1975.733636,7.149441758,-24.12979466,207.450647,0.995161991,0.094011201,0.004273701,-0.022846095,0.012280264,0.005386579,13.06801111,55.43118046,-5.700004824,90,0,-0.024369869,1.222353712,-16.21391858,0.061849741,-0.168327259,-0.958323401,,8430,1975.733636,-6.40391858
8.44,50.30872798,-198.7781749,1977.807332,7.149197294,-24.11757123,207.2885279,0.994524502,0.094152628,-0.001850336,0.042158326,0.012782285,0.003673729,13.05843158,55.43117829,-5.700003689,90,0,-0.02461387,1.222149002,-16.20788881,0.038642832,-0.173647819,-0.957607905,,8440,1977.807332,-6.397888812
8.45,50.38021872,-199.0192896,1979.879408,7.148950364,-24.10535103,207.1264759,0.989651407,0.093895269,-0.007970534,0.106934866,0.013050472,0.001923696,13.04885915,55.43117611,-5.700002555,90,0,-0.024905346,1.221751252,-16.20079902,0.015143921,-0.175787302,-0.956901883,,8450,1979.879408,-6.390799023
8.46,50.45170698,-199.260282,1981.949863,7.148700549,-24.09313677,206.9645054,0.98057106,0.09324034,-0.014060921,0.171208057,0.013083774,0.000168302,13.0392937,55.43117394,-5.700001421,90,0,-0.025226561,1.220886624,-16.19122278,-0.008209779,-0.174772909,-0.95620225,,8460,1981.949863,-6.381222781
8.47,50.52319272,-199.5011523,1984.018698,7.148447275,-24.08092183,206.8025821,0.967333281,0.092191089,-0.02009576,0.234706395,0.012886265,-0.001561516,13.0297351,55.43117178,-5.700000286,90,0,-0.025605056,1.221141217,-16.18743393,-0.031003539,-0.170701913,-0.955514925,,8470,1984.018698,-6.377433931
8.48,50.5946759,-199.7419004,1986.085914,7.148190172,-24.06870517,206.6407014,0.950001412,0.090752056,-0.026049531,0.297161637,0.012465126,-0.003235723,13.0201833,55.43116961,-5.699999152,90,0,-0.026036161,1.222753286,-16.19066751,-0.052841433,-0.163713087,-0.954840599,,8480,1986.085914,-6.380667507
8.49,50.66615651,-199.9825265,1988.151513,7.147929771,-24.05651699,206.4790218,0.928659817,0.088929794,-0.031897198,0.358312118,0.011832135,-0.004826339,13.01063841,55.43116744,-5.699998018,90,0,-0.026346051,1.218926855,-16.16543963,-0.073365775,-0.154004482,-0.954150394,,8490,1988.151513,-6.355439629
8.5,50.73763449,-200.2230311,1990.215497,7.147666644,-24.04438458,206.3176868,0.903406001,0.086732122,-0.037614134,0.417901458,0.011001718,-0.00630712,13.00110062,55.43116528,-5.699996884,90,0,-0.02647211,1.207471589,-16.10030705,-0.092248441,-0.141806548,-0.953418584,,8500,1990.215497,-6.290307051
8.51,50.80910983,-200.4634145,1992.277868,7.147400996,-24.03231337,206.1567257,0.874356553,0.084168712,-0.043176403,0.475681902,0.009991959,-0.007654701,12.9915703,55.43116311,-5.69999575,90,0,-0.026675759,1.199629347,-16.05394058,-0.109208769,-0.127392947,-0.952641013,,8510,1992.277868,-6.243940579
8.52,50.8805825,-200.7036773,1994.338631,7.147132772,-24.02029514,205.996097,0.841641524,0.08125055,-0.048560709,0.531413432,0.008823117,-0.008848263,12.98204781,55.43116095,-5.699994615,90,0,-0.0270604,1.200008554,-16.05036919,-0.124005306,-0.111060161,-0.951826601,,8520,1994.338631,-6.240369187
8.53,50.95205247,-200.9438201,1996.397789,7.146861624,-24.00830647,205.8356799,0.8054072,0.077990218,-0.053744585,0.584865931,0.007517926,-0.009870229,12.9725335,55.43115879,-5.699993481,90,0,-0.027447293,1.201402693,-16.05192701,-0.136445716,-0.093129538,-0.95099867,,8530,1996.397789,-6.24192701
8.54,51.02351972,-201.1838432,1998.455343,7.146587289,-23.99632602,205.6753647,0.765813744,0.074401674,-0.058706482,0.63581989,0.006100667,-0.010706302,12.96302752,55.43115663,-5.699992347,90,0,-0.027762676,1.2009418,-16.04359779,-0.146383775,-0.073933945,-0.950177814,,8540,1998.455343,-6.23359779
8.55,51.0949842,-201.4237465,2000.511296,7.146309635,-23.98433655,205.5150634,0.723034428,0.070500177,-0.063425758,0.684066284,0.004596956,-0.011345379,12.95352982,55.43115447,-5.699991213,90,0,-0.028048431,1.200535816,-16.03532963,-0.153717486,-0.053815221,-0.949379921,,8550,2000.511296,-6.225329629
8.56,51.1664459,-201.66353,2002.565645,7.146028824,-23.97233264,205.3547501,0.677256375,0.06630238,-0.067882975,0.729409724,0.003033148,-0.011780172,12.94404013,55.43115231,-5.69999008,90,0,-0.028313,1.200622309,-16.0293822,-0.158394062,-0.0331148,-0.948608904,,8560,2002.565645,-6.219382204
8.57,51.23790478,-201.9031934,2004.618392,7.145745209,-23.96031674,205.19444,0.628676934,0.061825966,-0.072059645,0.771665514,0.001435993,-0.012006286,12.9345581,55.43115015,-5.699988946,90,0,-0.028543619,1.200695557,-16.02308992,-0.160397351,-0.012171833,-0.947860819,,8570,2004.618392,-6.213089924
8.58,51.3093608,-202.1427367,2006.669537,7.145459246,-23.94829553,205.0341708,0.577506446,0.057089947,-0.075938747,0.810665322,-0.000167934,-0.012023322,12.92508344,55.43114799,-5.699987812,90,0,-0.028740738,1.200724811,-16.0162707,-0.159758827,0.008686171,-0.947127849,,8580,2006.669537,-6.206270704
8.59,51.38081396,-202.3821597,2008.719078,7.145171395,-23.93627616,204.8739829,0.523963167,0.052114148,-0.079504255,0.846251843,-0.001752405,-0.011833396,12.91561591,55.43114584,-5.699986678,90,0,-0.028909819,1.200839359,-16.0095808,-0.15653899,0.029141734,-0.94640193,,8590,2008.719078,-6.199580804
8.6,51.45226423,-202.6214623,2010.767017,7.144881984,-23.92426122,204.7138933,0.46827653,0.046919563,-0.082741798,0.87828597,-0.003292283,-0.011442383,12.90615548,55.43114368,-5.699985544,90,0,-0.029055097,1.201041221,-16.00301736,-0.150839448,0.048898813,-0.945679845,,8600,2010.767017,-6.193017356
8.61,51.52371159,-202.8606447,2012.813355,7.144591249,-23.91225076,204.5539057,0.410682195,0.041527848,-0.085638106,0.906640614,-0.00476328,-0.010858393,12.89670216,55.43114153,-5.699984411,90,0,-0.029180941,1.201300469,-15.9964143,-0.14278554,0.067675457,-0.944960976,,8610,2012.813355,-6.186414299
8.62,51.59515604,-203.099707,2014.858094,7.144299281,-23.90024142,204.3940051,0.351424428,0.035961583,-0.088181623,0.931207378,-0.006142544,-0.010092783,12.88725597,55.43113938,-5.699983277,90,0,-0.029292835,1.201586694,-15.98960869,-0.132536315,0.085211646,-0.944248148,,8620,2014.858094,-6.179608689
8.63,51.66659757,-203.3386493,2016.901234,7.144006099,-23.8882293,204.234174,0.290752357,0.03024389,-0.090362076,0.951891686,-0.00740875,-0.00915897,12.87781693,55.43113722,-5.699982143,90,0,-0.029398947,1.201939998,-15.98280649,-0.120270876,0.101268071,-0.94354454,,8630,2016.901234,-6.172806486
8.64,51.73803616,-203.5774714,2018.942777,7.143711648,-23.87621056,204.0743954,0.228920856,0.024398549,-0.092170858,0.968616917,-0.008542729,-0.008072914,12.86838494,55.43113507,-5.69998101,90,0,-0.029511,1.202496465,-15.97671594,-0.106192535,0.115633841,-0.942852931,,8640,2018.942777,-6.16671594
8.65,51.80947179,-203.8161735,2020.982722,7.143415879,-23.8641846,203.9146697,0.166188173,0.018449751,-0.093600871,0.981322546,-0.00952749,-0.006852412,12.85895988,55.43113292,-5.699979876,90,0,-0.029631162,1.203032377,-15.97019869,-0.090520932,0.128124221,-0.94217293,,8650,2020.982722,-6.160198692
8.66,51.88090447,-204.0547553,2023.021071,7.143118726,-23.85215356,203.7550114,0.102815626,0.012422082,-0.094646558,0.989964483,-0.010348304,-0.005517042,12.84954162,55.43113078,-5.699978743,90,0,-0.029755124,1.20307689,-15.96085068,-0.073491358,0.13858115,-0.941501421,,8660,2023.021071,-6.150850683
