Time,X,Y,Z,VX,VY,VZ,Euler 0,Euler 1,Euler 2,Euler 3,Omega 1,Omega 2,Omega 3,Latitude,Longitude,Inclination,Heading,Ax,Ay,Az,Alpha 1,Alpha 2,Alpha 3
3.57,-45.42940506,-128.7622527,729.5781185,-23.2119742,-65.45693396,297.3493502,0.98873173,0.139243254,-0.054955157,-0.000938415,-0.000941534,-0.005984454,7.28E-14,55.43180868,-5.701522896,90,0,2.320981388,5.960186468,-26.38858519,1.016013031,-0.353824702,-3.89E-13
3.58,-45.66140922,-129.4165253,732.5502936,-23.18878131,-65.39737834,297.0857539,0.9887268,0.139263123,-0.054993311,-0.000942679,0.009198983,-0.009513595,6.90E-14,55.43180279,-5.701526577,90,0,2.31734357,5.949898173,-26.3408102,1.008164792,-0.350629813,-3.68E-13
3.59,-45.8931817,-130.0702031,735.5198353,-23.16565079,-65.33800231,296.8225546,0.988713879,0.139332832,-0.055048852,-0.000946612,0.019167757,-0.012978409,6.54E-14,55.4317969,-5.701530254,90,0,2.307449499,5.921544357,-26.30063783,0.98149841,-0.340904542,-3.49E-13
3.6,-46.12472342,-130.7232887,738.4867473,-23.14264884,-65.27899536,296.5597211,0.98869315,0.139451159,-0.055121332,-0.000950218,0.0287813,-0.016315258,6.20E-14,55.43179102,-5.701533929,90,0,2.291122413,5.87475263,-26.26400524,0.93694731,-0.324981655,-3.30E-13
3.61,-46.35603572,-131.3757859,741.4510331,-23.11983888,-65.22053925,296.2972198,0.988664904,0.139616199,-0.055210066,-0.000953505,0.037863978,-0.019463295,5.88E-14,55.43178515,-5.701537598,90,0,2.268282557,5.809423204,-26.22685819,0.875687559,-0.303277831,-3.13E-13
3.62,-46.58712083,-132.0277013,744.4126943,-23.09726401,-65.16276309,296.0348923,0.988629633,0.139824712,-0.055313903,-0.000956491,0.046257892,-0.022367957,5.57E-14,55.43177928,-5.701541266,90,0,2.24229847,5.734201018,-26.21339673,0.799360623,-0.276370564,-2.96E-13
3.63,-46.81798156,-132.6790428,747.3717334,-23.0749824,-65.10583256,295.7727537,0.988587934,0.140072792,-0.055431462,-0.000959197,0.053819493,-0.024979733,5.28E-14,55.43177341,-5.701544929,90,0,2.212789927,5.648321576,-26.21466976,0.709825891,-0.24491248,-2.81E-13
3.64,-47.04862163,-133.329821,750.3281558,-23.05310183,-65.05003575,295.5113168,0.988540512,0.140355858,-0.05556113,-0.000961652,0.060427662,-0.027256972,5.01E-14,55.43176756,-5.701548589,90,0,2.168313304,5.523191501,-26.1253868,0.609141094,-0.209624306,-2.66E-13
3.65,-47.27904521,-133.9800479,753.2819681,-23.03169505,-64.99557034,295.2508518,0.98848814,0.140668914,-0.055701149,-0.000963886,0.065980843,-0.029164851,4.75E-14,55.4317617,-5.701552245,90,0,2.110943739,5.3642759,-25.95683357,0.499470132,-0.171262196,-2.52E-13
3.66,-47.50925696,-134.6297364,756.2331777,-23.0107786,-64.94248999,294.9912141,0.988431666,0.141006531,-0.055849616,-0.000965934,0.07040031,-0.030676505,4.51E-14,55.43175585,-5.701555898,90,0,2.060919342,5.222794312,-25.87703087,0.383079747,-0.130616438,-2.38E-13
3.67,-47.73926176,-135.2789006,759.1817917,-22.99034919,-64.89079528,294.7321645,0.98837199,0.141362986,-0.056004524,-0.000967834,0.07363158,-0.03177354,4.28E-14,55.43175001,-5.701559548,90,0,2.019617661,5.102501771,-25.89045956,0.2622813,-0.088494493,-2.26E-13
3.68,-47.96906459,-135.9275544,762.1278165,-22.97039181,-64.84045497,294.4734289,0.988310057,0.141732349,-0.0561638,-0.000969625,0.075640784,-0.03244475,4.06E-14,55.43174417,-5.701563194,90,0,1.975925211,4.975700066,-25.89328198,0.139409962,-0.04571118,-2.14E-13
3.69,-48.19867021,-136.5757117,765.0712553,-22.95089039,-64.79143294,294.2148147,0.988246838,0.142108588,-0.056325336,-0.000971348,0.076421173,-0.032688326,3.85E-14,55.43173833,-5.701566838,90,0,1.930019592,4.843006588,-25.87929083,0.016781419,-0.003061045,-2.03E-13
3.7,-48.42808322,-137.2233856,768.0121097,-22.93183012,-64.74369311,293.9561984,0.988183316,0.142485656,-0.056487024,-0.000973044,0.075984337,-0.032508853,3.65E-14,55.4317325,-5.701570478,90,0,1.885413981,4.713549141,-25.87152371,-0.103343234,0.038670786,-1.92E-13
3.71,-48.65730795,-137.8705888,770.9503792,-22.91320089,-64.69720442,293.6975736,0.98812047,0.142857593,-0.056646787,-0.000974758,0.074367341,-0.031919876,3.46E-14,55.43172667,-5.701574116,90,0,1.84226797,4.588480012,-25.8652414,-0.218849357,0.078705759,-1.82E-13
3.72,-48.88634856,-138.5173335,773.8860633,-22.8949866,-64.65192533,293.4389588,0.988059244,0.143218723,-0.056802648,-0.000976529,0.071625929,-0.030941179,3.28E-14,55.43172085,-5.70157775,90,0,1.800892407,4.468419443,-25.85553604,-0.327692164,0.116375863,-1.73E-13
3.73,-49.11520901,-139.1636312,776.8191626,-22.87715969,-64.60779571,293.1803786,0.988000517,0.143563819,-0.056952793,-0.000978395,0.067838838,-0.029600434,3.12E-14,55.43171503,-5.701581381,90,0,1.762861169,4.35555177,-25.84571122,-0.427952057,0.15116283,-1.64E-13
3.74,-49.34389297,-139.8094931,779.7496775,-22.85969046,-64.56475593,292.9219099,0.987945123,0.143887963,-0.057095543,-0.000980397,0.06309451,-0.027935346,2.96E-14,55.43170921,-5.70158501,90,0,1.72881858,4.250194561,-25.8327723,-0.518807848,0.181994442,-1.55E-13
3.75,-49.57240378,-140.4549295,782.6776081,-22.8425469,-64.52274452,292.6636667,0.987893855,0.144186505,-0.057229353,-0.000982582,0.057488936,-0.025992111,2.81E-14,55.4317034,-5.701588636,90,0,1.6985994,4.151334763,-25.80882681,-0.60031713,0.207369164,-1.47E-13
3.76,-49.80074436,-141.0999499,785.6029552,-22.82567279,-64.48162996,292.4055799,0.987847403,0.144455424,-0.057352939,-0.000984995,0.051131108,-0.023818693,2.66E-14,55.43169759,-5.70159226,90,0,1.674492976,4.06678024,-25.79277401,-0.670681463,0.227297654,-1.39E-13
3.77,-50.02891722,-141.7445629,788.5257215,-22.80901363,-64.4412738,292.1476113,0.987806344,0.144691374,-0.057465295,-0.000987685,0.044144283,-0.021464205,2.53E-14,55.43169179,-5.70159588,90,0,1.65718446,4.001794819,-25.79414389,-0.727008055,0.242816373,-1.32E-13
3.78,-50.25692501,-142.388777,791.4459145,-22.79261003,-64.40176252,291.890521,0.98777115,0.144891621,-0.057565648,-0.000990701,0.036665602,-0.01897724,2.40E-14,55.43168599,-5.701599498,90,0,1.631864085,3.919335793,-25.6872425,-0.768716807,0.253693227,-1.25E-13
3.79,-50.48477004,-143.0326001,794.3635427,-22.776455,-64.36305638,291.6346787,0.987742187,0.145054068,-0.05765345,-0.000994086,0.028839368,-0.016406283,2.28E-14,55.43168019,-5.701603114,90,0,1.601106062,3.825596478,-25.49134964,-0.795691912,0.259640195,-1.19E-13
3.8,-50.71245407,-143.6760382,797.2786147,-22.76045023,-64.32488213,291.3796984,0.987719695,0.145177341,-0.0577284,-0.000997876,0.020814533,-0.01379976,2.16E-14,55.4316744,-5.701606726,90,0,1.590370611,3.784866798,-25.41878858,-0.807661501,0.260750283,-1.13E-13
3.81,-50.93997824,-144.3190957,800.1911385,-22.7445157,-64.28700997,291.1253459,0.987703784,0.14526085,-0.057790451,-0.001002101,0.012740599,-0.011205392,2.05E-14,55.43166861,-5.701610337,90,0,1.59290817,3.780357017,-25.41369306,-0.80476116,0.257131543,-1.07E-13
3.82,-51.16734309,-144.961775,803.1011208,-22.72858552,-64.24924452,290.8714988,0.987694444,0.145304673,-0.057839767,-0.001006781,0.004765067,-0.00866972,1.95E-14,55.43166282,-5.701613945,90,0,1.596233222,3.780765858,-25.37296056,-0.787409638,0.248940235,-1.01E-13
3.83,-51.39454844,-145.6040764,806.0085671,-22.71260239,-64.21141155,290.6180927,0.987691538,0.145309639,-0.057876748,-0.001011928,-0.002969408,-0.00623731,1.85E-14,55.43165704,-5.70161755,90,0,1.603518868,3.794090744,-25.32505278,-0.756255667,0.236438817,-9.60E-14
3.84,-51.62159357,-146.2459988,808.913482,-22.6965195,-64.17336362,290.3651243,0.987694806,0.145277287,-0.057902015,-0.001017545,-0.010329411,-0.003949405,1.75E-14,55.43165126,-5.701621153,90,0,1.615600733,3.822395453,-25.27959686,-0.712191506,0.219958428,-9.11E-14
3.85,-51.84847729,-146.8875392,811.81587,-22.68029739,-64.13497256,290.1126263,0.987703887,0.145209734,-0.057916367,-0.001023625,-0.017190488,-0.001844079,1.67E-14,55.43164549,-5.701624753,90,0,1.631100706,3.862132309,-25.22828252,-0.656305075,0.199884248,-8.64E-14
3.86,-52.07519806,-147.5286939,814.7157359,-22.66390104,-64.09612229,289.8606363,0.987718324,0.145109671,-0.057920776,-0.001030156,-0.02343909,4.44E-05,1.58E-14,55.43163971,-5.70162835,90,0,1.649708233,3.912391564,-25.17224711,-0.589863536,0.176657266,-8.19E-14
3.87,-52.30175406,-148.169458,817.6130849,-22.64729942,-64.05670862,289.6091841,0.987737577,0.144980264,-0.057916358,-0.001037115,-0.028975706,0.001686561,1.50E-14,55.43163394,-5.701631945,90,0,1.671211651,3.972465234,-25.11384637,-0.5142709,0.150757183,-7.77E-14
3.88,-52.52814323,-148.8098256,820.5079225,-22.63046499,-64.01663772,289.3582928,0.987761046,0.144825052,-0.057904336,-0.001044476,-0.033713012,0.003057003,1.43E-14,55.43162818,-5.701635537,90,0,1.695277916,4.041302516,-25.05472394,-0.431037028,0.122692753,-7.37E-14
3.89,-52.75436309,-149.4497899,823.4002545,-22.61338044,-63.97584408,289.1080133,0.987788026,0.144648202,-0.057886118,-0.001052201,-0.037583511,0.004137049,1.35E-14,55.43162242,-5.701639127,90,0,1.721035717,4.116462652,-24.99255966,-0.341849492,0.093022657,-6.99E-14
3.9,-52.98041083,-150.0893424,826.2900869,-22.59603763,-63.93428775,288.8584168,0.987817713,0.144454457,-0.057863284,-0.001060242,-0.04053879,0.004914446,1.29E-14,55.43161666,-5.701642714,90,0,1.74721866,4.194473907,-24.92221676,-0.248558236,0.062350896,-6.63E-14
3.91,-53.20628359,-150.7284749,829.1774258,-22.57841995,-63.89191103,288.609456,0.987849313,0.144248561,-0.057837397,-0.001068551,-0.042546852,0.005382185,1.22E-14,55.4316109,-5.701646299,90,0,1.774955704,4.277792922,-24.85835662,-0.15296845,0.031261895,-6.29E-14
3.92,-53.43197859,-151.3671788,832.0622773,-22.56051339,-63.84866642,288.3610521,0.987882038,0.144035229,-0.057809994,-0.001077075,-0.043593838,0.005539033,1.16E-14,55.43160515,-5.701649879,90,0,1.805599219,4.369423204,-24.81732961,-0.056827799,0.000315865,-5.97E-14
3.93,-53.65749347,-152.0054469,834.9446512,-22.5423716,-63.8046779,288.1136354,0.987915111,0.143819172,-0.057782598,-0.00108576,-0.043684333,0.005389611,1.10E-14,55.43159941,-5.701653458,90,0,1.827789214,4.440856828,-24.70956404,0.038166072,-0.029949027,-5.67E-14
3.94,-53.88282601,-152.6432719,837.8245581,-22.52404761,-63.76007096,287.8675897,0.987947765,0.143605042,-0.057756695,-0.00109455,-0.042837191,0.004943037,1.05E-14,55.43159366,-5.701657033,90,0,1.837376103,4.481460336,-24.50529141,0.130375996,-0.059018576,-5.38E-14
3.95,-54.10797409,-153.280647,840.7020086,-22.50553778,-63.7148343,287.6227776,0.987979267,0.143397347,-0.057733713,-0.001103386,-0.041088356,0.004213777,9.95E-15,55.43158793,-5.701660606,90,0,1.854922641,4.541859021,-24.38005214,0.21826225,-0.086415208,-5.10E-14
3.96,-54.33293582,-153.9175657,843.5770137,-22.48682762,-63.66893332,287.3789289,0.988008916,0.14320039,-0.057714998,-0.001112212,-0.038488393,0.003220792,9.45E-15,55.43158219,-5.701664176,90,0,1.882458666,4.626724868,-24.35491149,0.300396368,-0.11170154,-4.84E-14
3.97,-54.55770938,-154.5540221,846.4495839,-22.46790352,-63.62233884,287.1357427,0.988036059,0.143018243,-0.05770181,-0.001120971,-0.035100885,0.001987015,8.98E-15,55.43157646,-5.701667742,90,0,1.9060855,4.701243748,-24.3180939,0.375467641,-0.134481919,-4.60E-14
3.98,-54.78229274,-155.1900092,849.3197252,-22.44877161,-63.57507421,286.8930445,0.988060106,0.142854581,-0.057695267,-0.001129609,-0.031002351,0.000539229,8.53E-15,55.43157073,-5.701671306,90,0,1.925288097,4.763826525,-24.26860416,0.442342641,-0.15442133,-4.36E-14
3.99,-55.00668387,-155.8255209,852.187442,-22.42944875,-63.52719225,286.6507214,0.988080533,0.142712705,-0.05769636,-0.001138075,-0.026278974,-0.001092958,8.11E-15,55.43156501,-5.701674866,90,0,1.942427403,4.820040428,-24.22889883,0.500045919,-0.171238143,-4.14E-14
4,-55.23088105,-156.4605512,855.0527378,-22.40995999,-63.47876916,286.4086976,0.98809689,0.142595458,-0.057705921,-0.001146321,-0.021027498,-0.002876882,7.70E-15,55.43155929,-5.701678424,90,0,1.956755143,4.867766937,-24.19500817,0.547794752,-0.184715425,-3.93E-14
4.01,-55.45488274,-157.0950952,857.9156158,-22.39033646,-63.42989814,286.1669327,0.988108796,0.142505263,-0.057724639,-0.001154304,-0.015349919,-0.004778494,7.32E-15,55.43155358,-5.701681978,90,0,1.967525744,4.90492718,-24.16251435,0.584970215,-0.194690001,-3.73E-14
4.02,-55.6786878,-157.7291491,860.7760783,-22.37061768,-63.38069588,285.9254371,0.988115969,0.142443931,-0.057753001,-0.001161986,-0.009354947,-0.006762012,6.96E-15,55.43154787,-5.70168553,90,0,1.974567159,4.930914302,-24.13109213,0.611189772,-0.201075984,-3.54E-14
4.03,-55.90229535,-158.3627097,863.6341275,-22.35084112,-63.33127526,285.6841994,0.988118203,0.142412803,-0.057791339,-0.001169334,-0.003152971,-0.008791434,6.61E-15,55.43154217,-5.701689078,90,0,1.978183678,4.946319257,-24.10384074,0.626242475,-0.203842535,-3.36E-14
4.04,-56.12570492,-158.9957753,866.4897649,-22.33104033,-63.28174119,285.4431719,0.988115383,0.142412618,-0.057839791,-0.001176325,0.003144125,-0.010830687,6.28E-15,55.43153647,-5.701692623,90,0,1.97922971,4.953117429,-24.08774707,0.630136143,-0.203028781,-3.19E-14
4.05,-56.34891651,-159.6283454,869.3429933,-22.31125655,-63.23221816,285.2023729,0.988107482,0.142443577,-0.057898319,-0.001182939,0.009425268,-0.012844311,5.97E-15,55.43153077,-5.701696164,90,0,1.976664003,4.948693847,-24.07363403,0.62306599,-0.198733142,-3.03E-14
4.06,-56.5719307,-160.2604213,872.1938162,-22.29153942,-63.18285212,284.9618942,0.98809457,0.142505259,-0.057966686,-0.001189165,0.015580849,-0.014797725,5.68E-15,55.43152508,-5.701699703,90,0,1.96732765,4.925308506,-24.03424809,0.605443883,-0.191122415,-2.88E-14
4.07,-56.7947478,-160.8920038,875.0422331,-22.27189826,-63.13368936,284.7215205,0.988076772,0.142596882,-0.058044544,-0.001194998,0.021509831,-0.01665931,5.40E-15,55.4315194,-5.701703239,90,0,1.956101818,4.894903214,-24.00829004,0.577789612,-0.18039478,-2.73E-14
4.08,-57.01736787,-161.5230933,877.8882387,-22.25229849,-63.08466763,284.4807027,0.988054276,0.14271728,-0.058131433,-0.001200438,0.02712058,-0.018400687,5.13E-15,55.43151372,-5.70170677,90,0,1.956071572,4.889503791,-24.10174333,0.540737246,-0.166781557,-2.60E-14
4.09,-57.23979142,-162.1536916,880.7318279,-22.23271957,-63.03575977,284.2390169,0.988027383,0.142864561,-0.058226657,-0.001205495,0.032324703,-0.01999499,4.88E-15,55.43150804,-5.701710298,90,0,1.965262889,4.904382263,-24.29570708,0.495162463,-0.15058998,-2.47E-14
4.1,-57.46201947,-162.783802,883.5729951,-22.21315655,-62.98697743,283.9961761,0.9879965,0.143036157,-0.058329306,-0.001210189,0.037036459,-0.021416645,4.64E-15,55.43150236,-5.701713826,90,0,1.966889946,4.898657439,-24.44848333,0.442166677,-0.132198342,-2.34E-14
4.11,-57.68405298,-163.4134277,886.4117345,-22.19361668,-62.93836182,283.751999,0.987962041,0.143229461,-0.058438459,-0.001214537,0.041171916,-0.022640678,4.41E-15,55.43149669,-5.701717351,90,0,1.945471758,4.834644002,-24.42913514,0.382860731,-0.111987328,-2.22E-14
4.12,-57.90589234,-164.0425709,889.248034,-22.17430152,-62.89042223,283.5080067,0.987924464,0.143441623,-0.058553146,-0.001218567,0.044681406,-0.023653159,4.20E-15,55.43149103,-5.701720871,90,0,1.916183345,4.749663544,-24.3599102,0.31836756,-0.090329797,-2.11E-14
4.13,-58.12754003,-164.6712391,892.0818971,-22.1552958,-62.84338039,283.2647846,0.987884277,0.143669493,-0.058672311,-0.001222314,0.047525877,-0.024443735,4.31E-15,55.43148537,-5.701724388,90,0,1.885714175,4.660297017,-24.2926307,0.249883802,-0.067618638,-2.17E-14
4.14,-58.34899921,-165.2994414,894.9133314,-22.1365998,-62.79725083,283.0222361,0.987842028,0.14390968,-0.058794825,-0.001225814,0.049671726,-0.025003942,6.93E-15,55.43147971,-5.701727902,90,0,1.854482698,4.567805931,-24.22710807,0.178670203,-0.044265511,-3.49E-14
4.15,-58.57027301,-165.9271871,897.7423434,-22.11821407,-62.75204633,282.7803024,0.987798289,0.14415867,-0.058919531,-0.001229108,0.051097607,-0.025329295,1.20E-14,55.43147406,-5.701731413,90,0,1.822870259,4.473376559,-24.16281379,0.105999702,-0.020681965,-6.03E-14
4.16,-58.79136454,-166.5544855,900.5689394,-22.10014295,-62.70778637,282.5389928,0.987753643,0.144412894,-0.059045264,-0.001232238,0.051794786,-0.025419352,1.83E-14,55.43146841,-5.701734922,90,0,1.791292318,4.378288122,-24.09952951,0.033131533,0.002728927,-9.18E-14
4.17,-59.01227691,-167.1813461,903.3931254,-22.08238323,-62.66446763,282.2983105,0.98770868,0.144668782,-0.05917088,-0.001235251,0.051774251,-0.025279943,2.29E-14,55.43146277,-5.701738425,90,0,1.759629622,4.282529893,-24.03287049,-0.038718802,0.025584365,-1.15E-13
4.18,-59.23301312,-167.8077778,906.2149077,-22.06492568,-62.62206871,282.0582501,0.987663957,0.144922978,-0.059295316,-0.001238193,0.05106078,-0.02492114,2.56E-14,55.43145713,-5.701741928,90,0,1.729106149,4.189346773,-23.96953723,-0.108447721,0.047541608,-1.28E-13
4.19,-59.45357609,-168.4337898,909.0342927,-22.04776018,-62.58056551,281.818804,0.987620024,0.145172184,-0.059417527,-0.001241111,0.049681071,-0.02435359,2.72E-14,55.43145149,-5.701745428,90,0,1.701272459,4.102774183,-23.91891997,-0.174977064,0.068266615,-1.36E-13
4.2,-59.67396879,-169.0593911,911.8512865,-22.03087989,-62.53994188,281.5799913,0.987577434,0.145413084,-0.059536466,-0.001244048,0.047661857,-0.02358796,2.80E-14,55.43144586,-5.701748925,90,0,1.675111041,4.020602382,-23.8698185,-0.237233131,0.087426668,-1.40E-13
4.21,-59.8941942,-169.6845906,914.6658956,-22.01428156,-62.50019052,281.3418601,0.98753674,0.145642346,-0.059651078,-0.001247053,0.045029913,-0.022634942,2.76E-14,55.43144023,-5.701752421,90,0,1.646756659,3.933696407,-23.78819995,-0.294147171,0.104690509,-1.38E-13
4.22,-60.11425513,-170.3093972,917.4781263,-21.99795764,-62.46128893,281.1044769,0.987498463,0.145856877,-0.059760406,-0.00125017,0.041830904,-0.02151108,2.63E-14,55.4314346,-5.701755913,90,0,1.610835824,3.829246691,-23.62827337,-0.344769277,0.119770835,-1.31E-13
4.23,-60.33415128,-170.9338119,920.2879647,-21.98115448,-62.42138839,280.8620625,0.987463002,0.146054397,-0.059863799,-0.001253443,0.038158297,-0.02024758,2.50E-14,55.43142898,-5.701759402,90,0,1.701580159,4.033806636,-24.46409412,-0.388516029,0.132512262,-1.24E-13
4.24,-60.55387793,-171.5578248,923.095362,-21.96418204,-62.38123112,280.6173181,0.987430722,0.146232772,-0.059960635,-0.001256911,0.03408518,-0.01886908,2.38E-14,55.43142336,-5.701762889,90,0,1.684971382,3.978565788,-24.41749828,-0.42482885,0.142760781,-1.18E-13
4.25,-60.77343601,-172.1814398,925.9003165,-21.9473987,-62.3416728,280.3733672,0.987401963,0.146390039,-0.06005036,-0.001260613,0.029700044,-0.017405001,2.26E-14,55.43141775,-5.701766373,90,0,1.667510046,3.922712355,-24.3419991,-0.453243985,0.150397443,-1.12E-13
4.26,-60.99282726,-172.8046625,928.7028365,-21.93078775,-62.30265797,280.1302916,0.987376941,0.146524957,-0.060132646,-0.001264576,0.025080147,-0.01588072,5.92E-15,55.43141214,-5.701769854,90,0,1.652573151,3.8745882,-24.26401163,-0.473523277,0.155371362,-2.94E-14
4.27,-61.21205308,-173.4274972,931.5029299,-21.91431677,-62.26409254,279.8880417,0.9873558,0.146636708,-0.060207299,-0.001268822,0.020300804,-0.014320723,-1.46E-14,55.43140653,-5.701773332,90,0,1.640224174,3.834444747,-24.1837599,-0.485569206,0.157675714,7.26E-14
4.28,-61.43111445,-174.0499471,934.3006036,-21.89796418,-62.22590964,279.6466333,0.987338606,0.14672491,-0.060274258,-0.001273366,0.015429507,-0.012746722,1.89E-14,55.43140093,-5.701776808,90,0,1.630474433,3.802369008,-24.10142958,-0.489419837,0.157344318,-9.35E-14
4.29,-61.65001245,-174.6720157,937.0958662,-21.88170173,-62.18802274,279.4060695,0.987325408,0.146789297,-0.060333515,-0.001278224,0.0105484,-0.011185017,6.22E-14,55.43139533,-5.701780281,90,0,1.623261193,3.778268586,-24.01680145,-0.485177817,0.154436037,-3.08E-13
4.3,-61.86874798,-175.2937061,939.8887269,-21.86550036,-62.150342,279.166355,0.987316204,0.146829901,-0.060385161,-0.00128341,0.005742443,-0.009662607,8.40E-14,55.43138973,-5.701783752,90,0,1.618534892,3.762060582,-23.93005209,-0.473051449,0.149044156,-4.15E-13
4.31,-62.08732168,-175.9150202,942.6791948,-21.84933335,-62.1127828,278.9275083,0.987310915,0.146847184,-0.060429422,-0.001288928,0.001094889,-0.008205675,9.67E-14,55.43138413,-5.70178722,90,0,1.616309734,3.753782836,-23.84225879,-0.453389471,0.141306019,-4.77E-13
4.32,-62.30573382,-176.5359592,945.4672791,-21.83317772,-62.0752707,278.6895533,0.987309382,0.146842082,-0.060466674,-0.001294779,-0.003319951,-0.00683725,9.83E-14,55.43137854,-5.701790687,90,0,1.616086008,3.752193662,-23.7508225,-0.426681127,0.131400799,-4.85E-13
4.33,-62.52398442,-177.1565231,948.2529885,-21.81701254,-62.03773699,278.4525111,0.987311388,0.146815866,-0.06049739,-0.001300956,-0.007434467,-0.005578018,7.92E-14,55.43137296,-5.701794149,90,0,1.617565765,3.756508516,-23.65501361,-0.393513445,0.119536607,-3.90E-13
4.34,-62.74207334,-177.7767116,951.0363323,-21.80081666,-62.00011328,278.2163842,0.987316664,0.146770107,-0.060522138,-0.001307447,-0.011187218,-0.004446511,3.83E-14,55.43136737,-5.70179761,90,0,1.622347646,3.770487946,-23.56935092,-0.354557989,0.105946415,-1.89E-13
4.35,-62.96000022,-178.3965236,953.8173198,-21.7845736,-61.96234317,277.981195,0.987324891,0.146706668,-0.060541573,-0.001314235,-0.014522857,-0.003459134,-1.51E-14,55.43136179,-5.701801067,90,0,1.629397121,3.791521982,-23.48774206,-0.310567997,0.090887203,7.40E-14
4.36,-63.17776447,-179.0159573,956.5959603,-21.76827431,-61.92438925,277.7470036,0.987335689,0.146627769,-0.060556459,-0.0013213,-0.017393608,-0.002629652,-5.87E-14,55.43135621,-5.701804524,90,0,1.632890406,3.80542839,-23.36647162,-0.262397148,0.074645467,2.88E-13
4.37,-63.39536534,-179.6350102,959.3722628,-21.75185565,-61.88608579,277.5134125,0.987348644,0.146535831,-0.060567616,-0.001328613,-0.019762396,-0.001968304,-5.97E-14,55.43135064,-5.701807977,90,0,1.680031528,3.925796145,-23.58164082,-0.210941216,0.057517719,2.93E-13
4.38,-63.61279752,-180.253669,962.1462018,-21.73444381,-61.84531646,277.2735738,0.987363308,0.146433489,-0.06057592,-0.001336143,-0.021604385,-0.0014813,-5.70E-14,55.43134507,-5.701811427,90,0,1.753992896,4.111704086,-24.00260308,-0.157134885,0.039809182,2.79E-13
4.39,-63.83005399,-180.8719157,964.917738,-21.71689377,-61.8041331,277.0343067,0.98737923,0.146323395,-0.060582249,-0.001343858,-0.022900403,-0.001173036,-5.41E-14,55.4313395,-5.701814874,90,0,1.76166495,4.138719541,-23.89511852,-0.10191288,0.021822844,2.65E-13
4.4,-64.04713485,-181.48975,967.6868892,-21.69930371,-61.76276445,276.796413,0.987395952,0.146208272,-0.060587492,-0.001351721,-0.02364101,-0.001044778,-5.09E-14,55.43133394,-5.701818319,90,0,1.770205857,4.168516208,-23.79331162,-0.046201224,0.003856003,2.49E-13
4.41,-64.26403932,-182.1071689,970.453666,-21.68156028,-61.72093144,276.558995,0.987413009,0.146090863,-0.060592539,-0.001359696,-0.023825849,-0.001094882,-4.85E-14,55.43132838,-5.701821761,90,0,1.778674827,4.198619629,-23.69226949,0.009088821,-0.013801677,2.37E-13
4.42,-64.48076584,-182.7241678,973.2180729,-21.66371576,-61.67875635,276.3224404,0.987429946,0.145973892,-0.060598265,-0.001367744,-0.02346366,-0.001318833,-4.64E-14,55.43132283,-5.701825199,90,0,1.786773359,4.228101317,-23.59207943,0.063076866,-0.030873093,2.27E-13
4.43,-64.69731346,-183.3407433,975.9801186,-21.64577507,-61.63624978,276.0867345,0.987446322,0.145859989,-0.060605502,-0.001375827,-0.022573186,-0.001708993,-4.44E-14,55.43131728,-5.701828636,90,0,1.794243144,4.256132022,-23.49299578,0.114937184,-0.047101706,2.16E-13
4.44,-64.91368141,-183.9568926,978.7398127,-21.62777546,-61.59350193,275.8520995,0.987461715,0.145751699,-0.060615051,-0.001383905,-0.021179868,-0.002255645,-4.06E-14,55.43131173,-5.701832068,90,0,1.80085654,4.2819601,-23.39538992,0.163889845,-0.062247574,1.98E-13
4.45,-65.12986909,-184.5726133,981.4971654,-21.60972729,-61.55054009,275.618526,0.987475727,0.145651423,-0.06062766,-0.001391941,-0.019316065,-0.002946971,-3.48E-14,55.43130618,-5.701835499,90,0,1.80634504,4.304745321,-23.29912852,0.209221248,-0.076094044,1.69E-13
4.46,-65.34587605,-185.1879034,984.2521871,-21.59163693,-61.50738362,275.3859556,0.987487987,0.145561391,-0.060644013,-0.001399898,-0.017020194,-0.003769335,-2.74E-14,55.43130064,-5.701838927,90,0,1.81059915,4.324036386,-23.20513573,0.250288598,-0.088448868,1.33E-13
4.47,-65.56170193,-185.802761,987.0048877,-21.5735156,-61.46406534,275.1543511,0.987498162,0.14548364,-0.060664729,-0.00140774,-0.014336866,-0.004707258,-1.96E-14,55.43129511,-5.701842351,90,0,1.813493684,4.339357478,-23.1139922,0.286528672,-0.099147025,9.50E-14
4.48,-65.77734651,-186.4171848,989.7552767,-21.55537746,-61.4206274,274.9236785,0.98750596,0.145419944,-0.060690332,-0.001415436,-0.011317972,-0.005743111,-1.09E-14,55.43128958,-5.701845772,90,0,1.814205083,4.348589187,-23.02049185,0.317480919,-0.108058408,5.28E-14
4.49,-65.99280972,-187.031174,992.5033633,-21.53723695,-61.37711406,274.6938963,0.987511145,0.145371752,-0.060721239,-0.001422956,-0.008018778,-0.006858399,-2.24E-15,55.43128405,-5.701849191,90,0,1.813494756,4.353405448,-22.93159746,0.34279973,-0.11509049,1.08E-14
4.5,-66.20809168,-187.6447282,995.2491562,-21.5191087,-61.33357091,274.46496,0.987513522,0.145340253,-0.06075778,-0.001430276,-0.004496173,-0.008034281,4.06E-15,55.43127853,-5.701852607,90,0,1.813332441,4.358373675,-22.86354226,0.362229599,-0.120179865,-1.96E-14
