0.345,20.521,106.29,1349.1,121.22,1116.2,0.11,0.22573,2.5185
0.35,21.13,106.25,1351,123.09,1116.2,0.11,0.22506,2.5902
0.355,21.748,106.21,1352.9,124.97,1116.2,0.11,0.22439,2.6629
0.36,22.376,106.17,1354.7,126.86,1116.2,0.11,0.22374,2.7367
0.365,23.013,106.13,1356.6,128.74,1116.2,0.12,0.22309,2.8114
0.37,23.659,106.08,1358.5,130.63,1116.2,0.12,0.22246,2.8873
0.375,24.315,106.04,1360.4,132.52,1116.2,0.12,0.22183,2.9641
0.38,24.98,106,1362.2,134.42,1116.2,0.12,0.22122,3.042
0.385,25.655,105.96,1364.1,136.32,1116.2,0.12,0.22061,3.121
0.39,26.339,105.92,1366,138.22,1116.2,0.12,0.22002,3.201
0.395,27.032,105.88,1367.8,140.13,1116.2,0.13,0.21943,3.282
0.4,27.735,105.83,1369.7,142.04,1116.2,0.13,0.21885,3.3641
0.405,28.447,105.79,1371.6,143.95,1116.2,0.13,0.21828,3.4472
0.41,29.169,105.75,1373.5,145.87,1116.2,0.13,0.21771,3.5314
0.415,29.9,105.71,1375.3,147.79,1116.2,0.13,0.21716,3.6167
0.42,30.641,105.67,1377.2,149.72,1116.2,0.13,0.21661,3.703
0.425,31.392,105.62,1379.1,151.64,1116.2,0.14,0.21607,3.7904
0.43,32.152,105.58,1380.9,153.57,1116.2,0.14,0.21554,3.8788
0.435,32.921,105.54,1382.8,155.51,1116.2,0.14,0.21501,3.9684
0.44,33.701,105.5,1384.7,157.45,1116.2,0.14,0.21449,4.059
0.445,34.489,105.46,1386.5,159.39,1116.2,0.14,0.21398,4.1506
0.45,35.288,105.41,1388.4,161.33,1116.2,0.14,0.21347,4.2434
0.455,36.096,105.37,1390.3,163.28,1116.2,0.15,0.21297,4.3373
0.46,36.913,105.33,1392.2,165.23,1116.2,0.15,0.21248,4.4321
0.465,37.741,105.29,1394,167.19,1116.2,0.15,0.21199,4.5281
0.47,38.578,105.24,1395.9,169.15,1116.2,0.15,0.21151,4.6252
0.475,39.425,105.2,1397.8,171.11,1116.2,0.15,0.21104,4.7233
0.48,40.281,105.16,1399.6,173.08,1116.2,0.16,0.21057,4.8226
0.485,41.148,105.11,1401.5,175.05,1116.1,0.16,0.2101,4.923
0.49,42.024,105.07,1403.4,177.02,1116.1,0.16,0.20964,5.0245
0.495,42.91,105.03,1405.3,179,1116.1,0.16,0.20919,5.127
0.5,43.805,104.99,1407.1,180.98,1116.1,0.16,0.20874,5.2307
0.505,44.711,104.94,1409,182.96,1116.1,0.16,0.2083,5.3354
0.51,45.626,104.9,1409.2,184.94,1116.1,0.17,0.20786,5.4413
0.515,46.551,104.86,1409.5,186.93,1116.1,0.17,0.20743,5.5482
0.52,47.486,104.81,1409.7,188.92,1116.1,0.17,0.207,5.656
0.525,48.431,104.77,1410,190.9,1116.1,0.17,0.20658,5.7648
0.53,49.386,104.73,1410.2,192.89,1116.1,0.17,0.20616,5.8748
0.535,50.35,104.68,1410.4,194.88,1116.1,0.17,0.20575,5.9855
0.54,51.325,104.64,1410.7,196.87,1116.1,0.18,0.20534,6.0973
0.545,52.309,104.6,1410.9,198.86,1116.1,0.18,0.20494,6.21
0.55,53.303,104.55,1411.2,200.86,1116.1,0.18,0.20455,6.3237
0.555,54.307,104.51,1411.4,202.85,1116.1,0.18,0.20415,6.4384
0.56,55.321,104.47,1411.6,204.85,1116.1,0.18,0.20376,6.554
0.565,56.345,104.43,1411.9,206.84,1116.1,0.19,0.20338,6.6707
0.57,57.378,104.38,1412.1,208.84,1116.1,0.19,0.203,6.7882
0.575,58.422,104.34,1412.3,210.84,1116.1,0.19,0.20262,6.9068
0.58,59.475,104.3,1412.6,212.83,1116.1,0.19,0.20225,7.0264
0.585,60.538,104.25,1412.8,214.83,1116.1,0.19,0.20188,7.1469
0.59,61.612,104.21,1413.1,216.84,1116.1,0.19,0.20152,7.2684
0.595,62.695,104.17,1413.3,218.84,1116.1,0.2,0.20116,7.3907
0.6,63.788,104.12,1413.5,220.84,1116.1,0.2,0.2008,7.5141
0.605,64.891,104.08,1413.8,222.84,1116.1,0.2,0.20045,7.6385
0.61,66.004,104.04,1414,224.85,1116.1,0.2,0.2001,7.7639
0.615,67.127,103.99,1414.3,226.85,1116,0.2,0.19976,7.8902
0.62,68.259,103.95,1414.5,228.86,1116,0.21,0.19942,8.0176
0.625,69.402,103.91,1414.7,230.87,1116,0.21,0.19908,8.1458
0.63,70.555,103.86,1415,232.88,1116,0.21,0.19874,8.2751
0.635,71.717,103.82,1415.2,234.89,1116,0.21,0.19841,8.4053
0.64,72.89,103.78,1415.5,236.9,1116,0.21,0.19808,8.5363
0.645,74.072,103.73,1415.7,238.91,1116,0.21,0.19776,8.6685
0.65,75.265,103.69,1415.9,240.92,1116,0.22,0.19743,8.8016
0.655,76.467,103.65,1416.2,242.94,1116,0.22,0.19712,8.9357
0.66,77.68,103.6,1416.4,244.95,1116,0.22,0.1968,9.0707
0.665,78.902,103.56,1416.6,246.97,1116,0.22,0.19649,9.2068
0.67,80.135,103.52,1416.9,248.98,1116,0.22,0.19618,9.3436
0.675,81.377,103.48,1417.1,251,1116,0.22,0.19587,9.4816
0.68,82.629,103.43,1417.4,253.02,1116,0.23,0.19556,9.6205
0.685,83.892,103.39,1417.6,255.04,1116,0.23,0.19526,9.7604
0.69,85.164,103.35,1417.8,257.06,1116,0.23,0.19496,9.901
0.695,86.447,103.3,1418.1,259.08,1116,0.23,0.19467,10.043
0.7,87.739,103.26,1418.3,261.11,1116,0.23,0.19437,10.186
0.705,89.041,103.22,1418.6,263.13,1116,0.24,0.19408,10.329
0.71,90.354,103.17,1418.8,265.16,1116,0.24,0.19379,10.474
0.715,91.676,103.13,1419,267.18,1116,0.24,0.19351,10.62
0.72,93.009,103.09,1419.3,269.21,1115.9,0.24,0.19323,10.766
0.725,94.352,103.04,1419.5,271.24,1115.9,0.24,0.19294,10.914
0.73,95.704,103,1419.8,273.27,1115.9,0.24,0.19267,11.062
0.735,97.067,102.96,1420,275.29,1115.9,0.25,0.19239,11.212
0.74,98.44,102.91,1420.2,277.33,1115.9,0.25,0.19211,11.362
0.745,99.822,102.87,1420.5,279.36,1115.9,0.25,0.19184,11.514
0.75,101.22,102.83,1420.7,281.39,1115.9,0.25,0.19157,11.666
0.755,102.62,102.78,1421,283.42,1115.9,0.25,0.19131,11.819
0.76,104.03,102.74,1421.2,285.46,1115.9,0.26,0.19104,11.974
0.765,105.45,102.69,1421.4,287.49,1115.9,0.26,0.19078,12.129
0.77,106.89,102.65,1421.7,289.53,1115.9,0.26,0.19052,12.285
0.775,108.33,102.61,1421.9,291.57,1115.9,0.26,0.19026,12.442
0.78,109.78,102.56,1422.1,293.61,1115.9,0.26,0.19,12.6
0.785,111.25,102.52,1422.4,295.65,1115.9,0.26,0.18975,12.759
0.79,112.72,102.48,1422.6,297.69,1115.9,0.27,0.18949,12.919
0.795,114.2,102.43,1422.9,299.73,1115.9,0.27,0.18924,13.08
0.8,115.7,102.39,1423.1,301.77,1115.9,0.27,0.18899,13.242
0.805,117.2,102.35,1423.3,303.82,1115.9,0.27,0.18875,13.405
0.81,118.72,102.3,1423.6,305.86,1115.9,0.27,0.1885,13.569
0.815,120.24,102.26,1423.8,307.91,1115.8,0.28,0.18826,13.734
0.82,121.77,102.22,1424.1,309.95,1115.8,0.28,0.18802,13.899
0.825,123.32,102.17,1424.3,312,1115.8,0.28,0.18778,14.066
0.83,124.87,102.13,1424.5,314.05,1115.8,0.28,0.18754,14.234
0.835,126.44,102.09,1424.8,316.1,1115.8,0.28,0.1873,14.403
0.84,128.01,102.04,1425,318.15,1115.8,0.29,0.18707,14.572
0.845,129.6,102,1425.3,320.2,1115.8,0.29,0.18684,14.743
0.85,131.19,101.96,1425.5,322.25,1115.8,0.29,0.18661,14.914
0.855,132.8,101.91,1425.7,324.31,1115.8,0.29,0.18638,15.087
0.86,134.41,101.87,1426,326.36,1115.8,0.29,0.18615,15.26
0.865,136.04,101.83,1426.2,328.42,1115.8,0.29,0.18592,15.435
0.87,137.68,101.78,1426.4,330.47,1115.8,0.3,0.22811,15.61
0.875,139.32,101.74,1426.7,332.53,1115.8,0.3,0.22784,19.392
0.88,140.98,101.69,1426.9,334.58,1115.8,0.3,0.22757,19.609
0.885,142.64,101.65,1427.2,336.63,1115.8,0.3,0.2273,19.827
0.89,144.32,101.61,1427.4,338.69,1115.8,0.3,0.22703,20.047
0.895,146.01,101.56,1427.6,340.74,1115.7,0.31,0.2265,20.267
0.9,147.7,101.52,1427.9,342.8,1115.7,0.31,0.22623,20.465
0.905,149.41,101.48,1428.1,344.86,1115.7,0.31,0.22597,20.688
0.91,151.13,101.43,1428.4,346.91,1115.7,0.31,0.22571,20.912
0.915,152.86,101.39,1428.6,348.97,1115.7,0.31,0.22546,21.137
0.92,154.59,101.35,1428.8,351.03,1115.7,0.31,0.2252,21.363
0.925,156.34,101.3,1429.1,353.09,1115.7,0.32,0.22467,21.59
0.93,158.1,101.26,1429.3,355.16,1115.7,0.32,0.22442,21.792
0.935,159.87,101.21,1429.6,357.22,1115.7,0.32,0.22417,22.022
0.94,161.65,101.17,1429.8,359.28,1115.7,0.32,0.22392,22.252
0.945,163.44,101.13,1430,361.35,1115.7,0.32,0.22367,22.484
0.95,165.23,101.08,1430.3,363.41,1115.7,0.33,0.22315,22.717
0.955,167.04,101.04,1430.5,365.48,1115.7,0.33,0.2229,22.922
0.96,168.86,101,1430.7,367.55,1115.7,0.33,0.22266,23.157
0.965,170.69,100.95,1431,369.61,1115.7,0.33,0.22242,23.393
0.97,172.53,100.91,1431.2,371.68,1115.6,0.33,0.22218,23.63
0.975,174.38,100.87,1431.5,373.75,1115.6,0.34,0.22165,23.869
0.98,176.24,100.82,1431.7,375.82,1115.6,0.34,0.22142,24.077
0.985,178.11,100.78,1431.9,377.9,1115.6,0.34,0.22118,24.318
0.99,180,100.73,1432.2,379.97,1115.6,0.34,0.22095,24.559
0.995,181.89,100.69,1432.4,382.04,1115.6,0.34,0.22072,24.802
1,183.79,100.65,1432.7,384.12,1115.6,0.34,0.22049,25.046
1.005,185.7,100.6,1432.9,386.19,1115.6,0.35,0.21997,25.291
1.01,187.62,100.56,1432.1,388.27,1115.6,0.35,0.21974,25.503
1.015,189.55,100.52,1431.2,390.34,1115.6,0.35,0.21952,25.749
1.02,191.5,100.47,1430.4,392.41,1115.6,0.35,0.21929,25.997
1.025,193.45,100.43,1429.5,394.49,1115.6,0.35,0.21907,26.246
1.03,195.41,100.38,1428.7,396.56,1115.6,0.36,0.21855,26.496
1.035,197.39,100.34,1427.8,398.63,1115.6,0.36,0.21833,26.71
1.04,199.37,100.3,1427,400.7,1115.5,0.36,0.21811,26.961
1.045,201.36,100.25,1426.1,402.77,1115.5,0.36,0.2179,27.213
1.05,203.37,100.21,1425.3,404.83,1115.5,0.36,0.21768,27.466
1.055,205.38,100.17,1424.5,406.9,1115.5,0.36,0.21747,27.72
1.06,207.41,100.12,1423.6,408.97,1115.5,0.37,0.21695,27.975
1.065,209.44,100.08,1422.8,411.03,1115.5,0.37,0.21674,28.19
1.07,211.49,100.04,1421.9,413.1,1115.5,0.37,0.21653,28.447
1.075,213.54,99.993,1421.1,415.16,1115.5,0.37,0.21633,28.704
1.08,215.61,99.949,1420.2,417.22,1115.5,0.37,0.21612,28.962
1.085,217.68,99.906,1419.4,419.28,1115.5,0.38,0.2156,29.221
1.09,219.77,99.863,1418.5,421.34,1115.5,0.38,0.2154,29.438
1.095,221.86,99.819,1417.7,423.41,1115.5,0.38,0.2152,29.698
1.1,223.97,99.776,1416.9,425.46,1115.4,0.38,0.215,29.96
1.105,226.09,99.733,1416,427.52,1115.4,0.38,0.2148,30.222
1.11,228.21,99.69,1415.2,429.58,1115.4,0.39,0.21428,30.485
1.115,230.35,99.646,1414.3,431.64,1115.4,0.39,0.21409,30.703
1.12,232.5,99.603,1413.5,433.69,1115.4,0.39,0.21389,30.968
1.125,234.65,99.56,1412.6,435.75,1115.4,0.39,0.2137,31.233
1.13,236.82,99.517,1411.8,437.8,1115.4,0.39,0.2135,31.5
1.135,239,99.474,1411,439.85,1115.4,0.39,0.21331,31.766
1.14,241.19,99.431,1410.1,441.91,1115.4,0.4,0.2128,32.034
1.145,243.38,99.388,1409.3,443.96,1115.4,0.4,0.21261,32.254
1.15,245.59,99.345,1408.4,446.01,1115.4,0.4,0.21242,32.523
1.155,247.81,99.302,1407.6,448.06,1115.4,0.4,0.21224,32.793
1.16,250.04,99.259,1406.7,450.11,1115.3,0.4,0.21205,33.064
1.165,252.28,99.216,1405.9,452.15,1115.3,0.41,0.21153,33.336
1.17,254.53,99.173,1405,454.2,1115.3,0.41,0.21135,33.556
1.175,256.78,99.13,1404.2,456.25,1115.3,0.41,0.21117,33.829
1.18,259.05,99.087,1403.4,458.29,1115.3,0.41,0.21099,34.103
1.185,261.33,99.044,1402.5,460.33,1115.3,0.41,0.21081,34.378
1.19,263.62,99.002,1401.7,462.38,1115.3,0.41,0.21063,34.654
1.195,265.92,98.959,1400.8,464.42,1115.3,0.42,0.21012,34.93
1.2,268.23,98.916,1400,466.46,1115.3,0.42,0.20994,35.15
1.205,270.55,98.873,1399.1,468.5,1115.3,0.42,0.20976,35.428
1.21,272.88,98.831,1398.3,470.54,1115.3,0.42,0.20959,35.707
1.215,275.22,98.788,1397.4,472.58,1115.3,0.42,0.20942,35.986
1.22,277.57,98.745,1396.6,474.62,1115.2,0.43,0.2089,36.266
1.225,279.93,98.703,1395.8,476.65,1115.2,0.43,0.20873,36.487
1.23,282.3,98.66,1394.9,478.69,1115.2,0.43,0.20856,36.768
1.235,284.68,98.618,1394.1,480.72,1115.2,0.43,0.20839,37.051
1.24,287.07,98.575,1393.2,482.76,1115.2,0.43,0.20822,37.334
1.245,289.47,98.533,1392.4,484.79,1115.2,0.43,0.20806,37.617
1.25,291.88,98.49,1391.5,486.82,1115.2,0.44,0.20754,37.902
1.255,294.3,98.448,1390.7,488.85,1115.2,0.44,0.20738,38.123
1.26,296.73,98.405,1389.8,490.88,1115.2,0.44,0.20721,38.409
1.265,299.17,98.363,1389,492.91,1115.2,0.44,0.20705,38.695
1.27,301.62,98.32,1388.2,494.94,1115.2,0.44,0.20689,38.982
1.275,304.08,98.278,1387.3,496.97,1115.1,0.45,0.20637,39.271
1.28,306.55,98.236,1386.5,498.99,1115.1,0.45,0.20621,39.491
1.285,309.03,98.193,1385.6,501.02,1115.1,0.45,0.20605,39.78
1.29,311.52,98.151,1384.8,503.04,1115.1,0.45,0.20589,40.07
1.295,314.02,98.109,1383.9,505.07,1115.1,0.45,0.20574,40.361
1.3,316.53,98.066,1383.1,507.09,1115.1,0.45,0.20558,40.652
1.305,319.05,98.024,1382.3,509.11,1115.1,0.46,0.20506,40.944
1.31,321.58,97.982,1381.4,511.13,1115.1,0.46,0.20491,41.164
1.315,324.12,97.94,1380.6,513.15,1115.1,0.46,0.20476,41.458
1.32,326.67,97.898,1379.7,515.17,1115.1,0.46,0.2046,41.751
1.325,329.23,97.856,1378.9,517.18,1115,0.46,0.20445,42.047
1.33,331.8,97.814,1378,519.2,1115,0.47,0.20393,42.342
1.335,334.38,97.772,1377.2,521.22,1115,0.47,0.20378,42.562
1.34,336.97,97.729,1376.3,523.23,1115,0.47,0.20363,42.858
1.345,339.57,97.687,1375.5,525.24,1115,0.47,0.20348,43.156
1.35,342.18,97.645,1374.7,527.26,1115,0.47,0.20334,43.453
1.355,344.8,97.604,1373.8,529.27,1115,0.47,0.20319,43.751
1.36,347.43,97.562,1373,531.28,1115,0.48,0.20267,44.051
1.365,350.07,97.52,1372.1,533.29,1115,0.48,0.20253,44.27
1.37,352.72,97.478,1371.3,535.3,1115,0.48,0.20238,44.571
1.375,355.38,97.436,1370.4,537.3,1114.9,0.48,0.20224,44.871
1.38,358.05,97.394,1369.6,539.31,1114.9,0.48,0.20209,45.173
1.385,360.73,97.352,1368.7,541.32,1114.9,0.49,0.20157,45.476
1.39,363.42,97.311,1367.9,543.32,1114.9,0.49,0.20143,45.693
1.395,366.12,97.269,1367.1,545.32,1114.9,0.49,0.20129,45.996
1.4,368.83,97.227,1366.2,547.33,1114.9,0.49,0.20115,46.301
1.405,371.55,97.185,1365.4,549.33,1114.9,0.49,0.20101,46.605
1.41,374.28,97.144,1364.5,551.33,1114.9,0.49,0.20088,46.91
1.415,377.02,97.102,1363.7,553.33,1114.9,0.5,0.20035,47.216
1.42,379.77,97.06,1362.8,555.33,1114.9,0.5,0.20022,47.433
1.425,382.53,97.019,1362,557.32,1114.8,0.5,0.20008,47.74
1.43,385.3,96.977,1361.1,559.32,1114.8,0.5,0.19995,48.047
1.435,388.08,96.936,1360.3,561.32,1114.8,0.5,0.19981,48.355
1.44,390.86,96.894,1359.5,563.31,1114.8,0.51,0.19929,48.665
1.445,393.66,96.853,1358.6,565.3,1114.8,0.51,0.19915,48.879
1.45,396.47,96.811,1357.8,567.29,1114.8,0.51,0.19902,49.189
1.455,399.29,96.77,1356.9,569.29,1114.8,0.51,0.19889,49.499
1.46,402.12,96.728,1356.1,571.28,1114.8,0.51,0.19876,49.811
1.465,404.96,96.687,1355.2,573.27,1114.8,0.51,0.19863,50.122
1.47,407.8,96.646,1354.4,575.25,1114.7,0.52,0.1981,50.435
1.475,410.66,96.604,1353.5,577.24,1114.7,0.52,0.19798,50.647
1.48,413.53,96.563,1352.7,579.23,1114.7,0.52,0.19785,50.96
1.485,416.41,96.522,1351.9,581.21,1114.7,0.52,0.19772,51.274
1.49,419.29,96.48,1351,583.19,1114.7,0.52,0.19759,51.588
1.495,422.19,96.439,1350.2,585.18,1114.7,0.52,0.19747,51.904
1.5,425.1,96.398,1349.3,587.16,1114.7,0.53,0.19694,52.22
1.505,428.01,96.357,1348.5,589.14,1114.7,0.53,0.19682,52.43
1.51,430.94,96.316,1347.6,591.12,1114.7,0.53,0.19669,52.746
1.515,433.88,96.275,1346.8,593.1,1114.6,0.53,0.19657,53.063
1.52,436.82,96.233,1346,595.08,1114.6,0.53,0.19644,53.381
1.525,439.78,96.192,1345.1,597.05,1114.6,0.54,0.19592,53.699
1.53,442.74,96.151,1344.3,599.03,1114.6,0.54,0.19579,53.907
1.535,445.72,96.11,1343.4,601,1114.6,0.54,0.19567,54.226
1.54,448.7,96.069,1342.6,602.97,1114.6,0.54,0.19555,54.546
1.545,451.7,96.028,1341.7,604.95,1114.6,0.54,0.19543,54.866
1.55,454.7,95.987,1340.9,606.92,1114.6,0.54,0.19531,55.187
1.555,457.72,95.946,1340,608.89,1114.5,0.55,0.19478,55.508
1.56,460.74,95.906,1339.2,610.86,1114.5,0.55,0.19467,55.714
1.565,463.78,95.865,1338.4,612.82,1114.5,0.55,0.19455,56.036
1.57,466.82,95.824,1337.5,614.79,1114.5,0.55,0.19443,56.358
1.575,469.87,95.783,1336.7,616.76,1114.5,0.55,0.19431,56.682
1.58,472.94,95.742,1335.8,618.72,1114.5,0.56,0.19378,57.006
1.585,476.01,95.701,1335,620.68,1114.5,0.56,0.19367,57.208
1.59,479.09,95.661,1334.1,622.65,1114.5,0.56,0.19355,57.533
1.595,482.18,95.62,1333.3,624.61,1114.5,0.56,0.19344,57.858
1.6,485.29,95.579,1332.4,626.57,1114.4,0.56,0.19332,58.183
1.605,488.4,95.539,1331.6,628.53,1114.4,0.56,0.19321,58.51
1.61,491.52,95.498,1329.6,630.48,1114.4,0.57,0.19268,58.837
1.615,494.65,95.457,1327.7,632.44,1114.4,0.57,0.19257,59.036
1.62,497.79,95.417,1325.7,634.39,1114.4,0.57,0.19246,59.361
1.625,500.94,95.377,1323.8,636.33,1114.4,0.57,0.19235,59.688
1.63,504.1,95.336,1321.8,638.28,1114.4,0.57,0.19224,60.015
1.635,507.27,95.296,1319.9,640.22,1114.4,0.57,0.19213,60.343
1.64,510.45,95.256,1317.9,642.16,1114.3,0.58,0.19159,60.671
1.645,513.64,95.215,1316,644.09,1114.3,0.58,0.19148,60.864
1.65,516.84,95.175,1314,646.03,1114.3,0.58,0.19138,61.192
1.655,520.04,95.135,1312.1,647.96,1114.3,0.58,0.19127,61.518
1.66,523.26,95.095,1310.1,649.88,1114.3,0.58,0.19116,61.847
1.665,526.49,95.055,1308.2,651.8,1114.3,0.58,0.19106,62.175
1.67,529.73,95.015,1306.2,653.72,1114.3,0.59,0.19052,62.503
1.675,532.97,94.976,1304.2,655.64,1114.3,0.59,0.19042,62.691
1.68,536.23,94.936,1302.3,657.56,1114.2,0.59,0.19032,63.018
1.685,539.49,94.896,1300.3,659.47,1114.2,0.59,0.19021,63.347
1.69,542.77,94.856,1298.4,661.38,1114.2,0.59,0.19011,63.675
1.695,546.05,94.817,1296.4,663.28,1114.2,0.6,0.18958,64.004
1.7,549.34,94.777,1294.5,665.18,1114.2,0.6,0.18947,64.185
1.705,552.64,94.738,1292.5,667.08,1114.2,0.6,0.18937,64.514
1.71,555.96,94.698,1290.6,668.98,1114.2,0.6,0.18927,64.843
1.715,559.28,94.659,1288.6,670.87,1114.2,0.6,0.18917,65.17
1.72,562.61,94.62,1286.7,672.76,1114.1,0.6,0.18907,65.499
1.725,565.95,94.581,1284.7,674.65,1114.1,0.61,0.18854,65.828
1.73,569.3,94.541,1282.8,676.53,1114.1,0.61,0.18844,66.003
1.735,572.66,94.502,1280.8,678.41,1114.1,0.61,0.18834,66.332
1.74,576.02,94.463,1278.8,680.29,1114.1,0.61,0.18824,66.661
1.745,579.4,94.424,1276.9,682.16,1114.1,0.61,0.18815,66.988
1.75,582.79,94.385,1274.9,684.04,1114.1,0.61,0.18805,67.318
1.755,586.18,94.346,1273,685.9,1114.1,0.62,0.18751,67.647
1.76,589.59,94.308,1271,687.77,1114,0.62,0.18742,67.815
1.765,593,94.269,1269.1,689.63,1114,0.62,0.18732,68.144
1.77,596.43,94.23,1267.1,691.49,1114,0.62,0.18723,68.472
1.775,599.86,94.191,1265.2,693.35,1114,0.62,0.18713,68.801
1.78,603.3,94.153,1263.2,695.2,1114,0.62,0.18704,69.13
1.785,606.75,94.114,1261.3,697.05,1114,0.63,0.1865,69.458
1.79,610.21,94.076,1259.3,698.9,1114,0.63,0.18641,69.621
