1.64,510.45,642.16,387.63,483.23,1317.9,2.961
1.645,513.64,644.09,387.07,486.11,1316,2.9598
1.65,516.84,646.03,386.46,488.98,1314,2.9585
1.655,520.04,647.96,385.85,491.86,1312.1,2.9573
1.66,523.26,649.88,385.24,494.75,1310.1,2.956
1.665,526.49,651.8,384.63,497.64,1308.2,2.9548
1.67,529.73,653.72,384.02,500.53,1306.2,2.9535
1.675,532.97,655.64,383.46,503.41,1304.2,2.9523
1.68,536.23,657.56,382.85,506.32,1302.3,2.9511
1.685,539.49,659.47,382.23,509.22,1300.3,2.9498
1.69,542.77,661.38,381.62,512.13,1298.4,2.9486
1.695,546.05,663.28,381,515.02,1296.4,2.9474
1.7,549.34,665.18,380.44,517.94,1294.5,2.9461
1.705,552.64,667.08,379.82,520.86,1292.5,2.9449
1.71,555.96,668.98,379.21,523.76,1290.6,2.9437
1.715,559.28,670.87,378.59,526.69,1288.6,2.9425
1.72,562.61,672.76,377.97,529.61,1286.7,2.9412
1.725,565.95,674.65,377.35,532.53,1284.7,2.94
1.73,569.3,676.53,376.78,535.46,1282.8,2.9388
1.735,572.66,678.41,376.16,538.4,1280.8,2.9376
1.74,576.02,680.29,375.54,541.32,1278.8,2.9364
1.745,579.4,682.16,374.92,544.26,1276.9,2.9352
1.75,582.79,684.04,374.3,547.21,1274.9,2.934
1.755,586.18,685.9,373.67,550.14,1273,2.9327
1.76,589.59,687.77,373.1,553.09,1271,2.9315
1.765,593,689.63,372.48,556.03,1269.1,2.9303
1.77,596.43,691.49,371.85,558.98,1267.1,2.9291
1.775,599.86,693.35,371.23,561.94,1265.2,2.9279
1.78,603.3,695.2,370.6,564.88,1263.2,2.9267
1.785,606.75,697.05,369.97,567.84,1261.3,2.9255
1.79,610.21,698.9,369.4,570.79,1259.3,2.9243
1.795,613.68,700.74,368.77,573.76,1257.4,2.9231
1.8,617.16,702.58,368.14,576.71,1255.4,2.922
1.805,620.65,704.42,367.51,579.69,1253.5,2.9208
1.81,624.14,706.25,366.88,582.64,1251.5,2.9196
1.815,627.65,708.08,366.25,585.62,1249.5,2.9184
1.82,631.16,709.91,365.67,588.58,1247.6,2.9172
1.825,634.69,711.74,365.04,591.56,1245.6,2.916
1.83,638.22,713.56,364.4,594.53,1243.7,2.9148
1.835,641.76,715.38,363.77,597.51,1241.7,2.9137
1.84,645.31,717.2,363.13,600.48,1239.8,2.9125
1.845,648.87,719.01,362.5,603.47,1237.8,2.9113
1.85,652.44,720.82,361.92,606.44,1235.9,2.9101
1.855,656.02,722.62,361.28,609.43,1233.9,2.909
1.86,659.6,724.43,360.64,612.41,1232,2.9078
1.865,663.2,726.23,360,615.39,1230,2.9066
1.87,666.8,728.02,359.36,618.38,1228.1,2.9055
1.875,670.42,729.82,358.72,621.36,1226.1,2.9043
1.88,674.04,731.61,358.15,624.36,1224.1,2.9031
1.885,677.67,733.4,357.5,627.35,1222.2,2.902
1.89,681.31,735.18,356.86,630.33,1220.2,2.9008
1.895,684.96,736.96,356.22,633.34,1218.3,2.8997
1.9,688.62,738.74,355.57,636.32,1216.3,2.8985
1.905,692.28,740.51,354.93,639.31,1214.4,2.8974
1.91,695.96,742.28,354.28,642.32,1212.4,2.8962
1.915,699.64,744.05,353.7,645.31,1210.5,2.8951
1.92,703.33,745.82,353.06,648.31,1208.5,2.8939
1.925,707.03,747.58,352.41,651.32,1206.6,2.8928
1.93,710.74,749.34,351.76,654.31,1204.6,2.8916
1.935,714.46,751.1,351.11,657.31,1202.7,2.8905
1.94,718.19,752.85,350.46,660.32,1200.7,2.8893
1.945,721.93,754.6,349.88,663.32,1198.7,2.8882
1.95,725.67,756.34,349.23,666.32,1196.8,2.8871
1.955,729.42,758.09,348.58,669.32,1194.8,2.8859
1.96,733.19,759.83,347.93,672.33,1192.9,2.8848
1.965,736.96,761.56,347.27,675.33,1190.9,2.8837
1.97,740.73,763.29,346.62,678.34,1189,2.8825
1.975,744.52,765.03,346.04,681.34,1187,2.8814
1.98,748.32,766.75,345.38,684.34,1185.1,2.8803
1.985,752.12,768.48,344.73,687.36,1183.1,2.8792
1.99,755.94,770.2,344.07,690.36,1181.2,2.878
1.995,759.76,771.91,343.41,693.37,1179.2,2.8769
2,763.59,773.63,342.76,696.37,1177.3,2.8758
2.005,767.43,775.34,342.1,699.37,1175.3,2.8747
2.01,771.27,777.04,341.48,702.4,1173.2,2.8736
2.015,775.13,778.75,340.78,705.4,1171.2,2.8725
2.02,778.99,780.45,340.08,708.41,1169.1,2.8714
2.025,782.86,782.15,339.38,711.41,1167.1,2.8702
2.03,786.75,783.84,338.68,714.41,1165,2.8691
2.035,790.63,785.53,337.98,717.41,1162.9,2.868
2.04,794.53,787.22,337.36,720.42,1160.9,2.8669
2.045,798.44,788.9,336.66,723.42,1158.8,2.8658
2.05,802.35,790.58,335.96,726.44,1156.7,2.8647
2.055,806.27,792.26,335.26,729.44,1154.7,2.8636
2.06,810.2,793.93,334.55,732.44,1152.6,2.8625
2.065,814.14,795.6,333.85,735.44,1150.6,2.8615
2.07,818.09,797.26,333.14,738.44,1148.5,2.8604
2.075,822.05,798.93,332.52,741.44,1146.4,2.8593
2.08,826.01,800.58,331.81,744.44,1144.4,2.8582
2.085,829.98,802.24,331.11,747.44,1142.3,2.8571
2.09,833.96,803.89,330.4,750.43,1140.2,2.856
2.095,837.95,805.54,329.69,753.43,1138.2,2.8549
2.1,841.95,807.19,328.98,756.42,1136.1,2.8539
2.105,845.95,808.83,328.36,759.42,1134.1,2.8528
2.11,849.96,810.47,327.65,762.41,1132,2.8517
2.115,853.98,812.1,326.94,765.4,1129.9,2.8506
2.12,858.01,813.73,326.23,768.39,1127.9,2.8496
2.125,862.05,815.36,325.52,771.38,1125.8,2.8485
2.13,866.09,816.98,324.81,774.37,1123.7,2.8474
2.135,870.15,818.6,324.09,777.36,1121.7,2.8464
2.14,874.21,820.22,323.47,780.34,1119.6,2.8453
2.145,878.28,821.83,322.75,783.33,1117.6,2.8442
2.15,882.35,823.45,322.04,786.31,1115.5,2.8432
2.155,886.44,825.05,321.32,789.29,1113.4,2.8421
2.16,890.53,826.65,320.61,792.27,1111.4,2.8411
2.165,894.63,828.25,319.89,795.23,1109.3,2.84
2.17,898.74,829.85,319.17,798.21,1107.2,2.839
2.175,902.85,831.44,318.55,801.18,1105.2,2.8379
2.18,906.98,833.03,317.83,804.16,1103.1,2.8369
2.185,911.11,834.62,317.11,807.13,1101.1,2.8358
2.19,915.25,836.2,316.39,810.1,1099,2.8348
2.195,919.4,837.78,315.67,813.07,1096.9,2.8337
2.2,923.55,839.35,314.95,816.04,1094.9,2.8327
2.205,927.72,840.92,314.23,818.98,1092.8,2.8317
2.21,931.89,842.49,313.6,821.94,1090.7,2.8306
2.215,936.07,844.06,312.88,824.9,1088.7,2.8296
2.22,940.25,845.62,312.16,827.86,1086.6,2.8286
2.225,944.45,847.17,311.43,830.82,1084.6,2.8275
2.23,948.65,848.73,310.71,833.77,1082.5,2.8265
2.235,952.86,850.28,309.98,836.7,1080.4,2.8255
2.24,957.08,851.82,309.26,839.65,1078.4,2.8245
2.245,961.3,853.37,308.63,842.6,1076.3,2.8234
2.25,965.53,854.91,307.9,845.55,1074.2,2.8224
2.255,969.77,856.44,307.18,848.47,1072.2,2.8214
2.26,974.02,857.97,306.45,851.41,1070.1,2.8204
2.265,978.28,859.5,305.72,854.35,1068.1,2.8194
2.27,982.54,861.03,304.99,857.29,1066,2.8184
2.275,986.81,862.55,304.26,860.2,1063.9,2.8173
2.28,991.09,864.07,303.63,863.13,1061.9,2.8163
2.285,995.37,865.58,302.9,866.06,1059.8,2.8153
2.29,999.67,867.09,302.17,868.99,1057.7,2.8143
2.295,1004,868.6,301.44,871.89,1055.7,2.8133
2.3,1008.3,870.1,300.71,874.81,1053.6,2.8123
2.305,1012.6,871.6,299.98,877.73,1051.6,2.8113
2.31,1016.9,873.1,299.24,880.62,1049.5,2.8103
2.315,1021.2,874.59,298.51,883.53,1047.4,2.8093
2.32,1025.6,876.08,297.88,886.44,1045.4,2.8083
2.325,1029.9,877.57,297.15,889.32,1043.3,2.8074
2.33,1034.3,879.05,296.41,892.23,1041.2,2.8064
2.335,1038.6,880.53,295.67,895.13,1039.2,2.8054
2.34,1043,882,294.94,898,1037.1,2.8044
