Time,X,Y,Z,VX,VY,VZ,Euler 0,Euler 1,Euler 2,Euler 3,Omega 1,Omega 2,Omega 3,Latitude,Longitude,Inclination,Heading,Ax,Ay,Az,Alpha 1,Alpha 2,Alpha 3
20,-188.96475051824038,-622.7636891011323,1293.363409432162,5.068186109082092,-1.6778821516584637,-15.25228282778807,-0.015326038445029312,0.3214563135737609,0.6950918319510876,-0.6428672150750969,-0.16903410369063307,0.0705094327464303,-3.5483949483336814e-13,55.42736140932298,-5.703799794112595,90,181,2.364816475861469,4.98433719189922,-2.2220878858692856,6.560691561872019e-11,-8.263616502939015e-11,6.430719492904236e-21
21,-182.8344365219282,-622.1867905165197,1277.0185422531756,7.086847599924595,2.6243584427624445,-17.41496692991411,-0.015326038445041329,0.32145631357364823,0.6950918319508355,-0.6428672150754224,-0.16903410369065194,0.07050943274645782,-3.5483949483572205e-13,55.42736650071433,-5.703702623525306,90,181,1.7272342786782873,3.7322676357539555,-2.087875752115903,-1.5984286312278716e-12,2.013324523979888e-12,-1.566762598106396e-22
22,-174.9577748557025,-617.838268674966,1258.5921976343184,8.599730555047051,5.9453231485851585,-19.402363907555223,-0.015326038445041086,0.3214563135736505,0.6950918319508406,-0.6428672150754158,-0.16903410369065155,0.07050943274645727,-3.548394948356744e-13,55.4274061818244,-5.703577246559496,90,181,1.3256321052235729,2.9655656326269484,-1.8767698940584763,-2.3780806488418763e-13,2.995346802964513e-13,-2.330969142503348e-23
23,-165.7459655781824,-610.50420973059,1238.2928834096242,9.776943187699779,8.636411321513561,-21.15338841523998,-0.015326038445041046,0.32145631357365084,0.6950918319508413,-0.6428672150754148,-0.1690341036906515,0.07050943274645718,-3.548394948356668e-13,55.42747206793395,-5.703431238135958,90,181,1.043839439600445,2.444830596056999,-1.6207309242183503,-2.188841101818088e-14,2.7569873207290388e-14,-2.1454785684689572e-24
24,-155.48376883879106,-600.7159442637736,1216.3737695954708,10.713638520629058,10.87293150294782,-22.64023623605643,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.548394948356661e-13,55.42755991254233,-5.703268648177869,90,181,0.8395901575329136,2.0427245549902073,-1.3531132630339537,-1.454428924691043e-15,1.8319475547787057e-15,-1.4256156304329672e-25
25,-144.37895275641065,-588.8783811557695,1193.10084067227,11.468389630339592,12.748493173627576,-23.86233446315912,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.42766623266849,-5.703092656305767,90,181,0.6744939781265715,1.719395095016052,-1.094014771220729,-7.037266666284632e-17,8.863893754288745e-17,-6.897853298064333e-27
26,-132.59752607070615,-575.3171423472357,1168.731774648677,12.071143173080575,14.329100633984094,-24.836675541252355,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.4277882186208,-5.702905815451672,90,181,0.5345708911101597,1.4492674911914207,-0.859779410361257,-3.476583053709588e-18,4.378981823110595e-18,-3.407709416202377e-28
27,-120.27992102312339,-560.3032804619436,1143.5001632916503,12.543994482647074,15.660290327713541,-25.59305691901226,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.42792331816167,-5.702710436410546,90,181,0.4140721361864603,1.2190395013192445,-0.6588968730587698,-1.174531620946602e-19,1.4793987485228727e-19,-1.1512632957398968e-29
28,-107.54672614403574,-544.0673641416759,1117.6063747314977,12.904781655979777,16.778093504343015,-26.166304266442186,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.42806995735118,-5.702508165381471,90,181,0.31012028320333723,1.0217114064935189,-0.49347602527151246,1.927763830533122e-19,-2.4281435658921424e-19,1.8895734277116004e-29
29,-94.50216907056036,-526.8073414581551,1091.2162705090316,13.169098565013297,17.713135357200716,-26.591108756523585,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.428224865075954,-5.702301461623161,90,181,0.22087207725087926,0.8529180921327112,-0.3614831392997574,1.0677418654014402e-21,-1.3448901257739598e-21,1.046589122880169e-31
30,-81.23580363443662,-508.69262208211524,1064.462651066884,13.350890076145214,18.492259341221683,-26.898976112083275,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.4283888799663,-5.702090658955055,90,181,0.14479288644094965,0.7092821038134867,-0.2587318007722635,-9.091306944437869e-21,1.1451090695369326e-20,-8.911201545175252e-31
31,-67.82383267851716,-489.86709215093055,1037.448837514165,13.462582643011121,19.1390880968664,-27.116708916808225,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.42855773741441,-5.701878115322353,90,181,0.0804123411063165,0.5877827655056885,-0.18026963977475893,1.1155509932339836e-21,-1.405108822846101e-21,1.0934511171367259e-31
32,-54.33076409892444,-470.4524606767533,1010.2534622100105,13.515165559661744,19.674339178959954,-27.266240393824415,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.42873257838394,-5.701664030520394,90,181,0.026291812873541973,0.4855923289652515,-0.12129472616724084,4.931134697322933e-22,-6.211083950330629e-22,4.8334453344066305e-32
33,-40.81044520662101,-450.5503971904609,982.9345718914013,13.518161709821829,20.115899549645,-27.364576950652232,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.42891202638803,-5.701449580316899,90,181,-0.01894614915029757,0.40006848665419087,-0.077634901087589,-4.1119350634229396e-22,5.179248883850837e-22,-4.0304746407503844e-32
34,-27.308371109030848,-430.2469654296245,955.536819288083,13.479816538832342,20.4792367879811,-27.42528189943298,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.42909480676652,-5.701235480217952,90,181,-0.0565873552978967,0.32877191646853043,-0.045637057775803666,1.7117499826980117e-22,-2.1560601153901304e-22,1.6778389712278486e-32
35,-13.862338865064645,-409.61375651469245,928.092939150471,13.407135966052016,20.77747475282934,-27.45863632637836,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.42928041095079,-5.7010222032617115,90,181,-0.0877965716996401,0.26953077422647337,-0.02237185729174028,-5.0727728597610396e-23,6.38948640158617e-23,-4.972277541886552e-33
